index,age,gender,country,education,role,field,cat_experience,cat_salary,share_unido
18666,60-69,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,Computers/Technology,Senior+,50K - 100K,I do not share my work publicly
18670,35-39,Man,South Africa,Some college/university study without earning a bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Senior+,50K - 100K, Kaggle 
18678,25-29,Man,Kenya,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 20K, GitHub 
18689,25-29,Man,Japan,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,20K - 50K, Kaggle 
18695,40-44,Woman,South Africa,Doctoral degree,Data Analyst,Accounting/Finance,Mid,> 200K, Plotly Dash 
18695,40-44,Woman,South Africa,Doctoral degree,Data Analyst,Accounting/Finance,Mid,> 200K, Streamlit 
18695,40-44,Woman,South Africa,Doctoral degree,Data Analyst,Accounting/Finance,Mid,> 200K, NBViewer 
18695,40-44,Woman,South Africa,Doctoral degree,Data Analyst,Accounting/Finance,Mid,> 200K, GitHub 
18695,40-44,Woman,South Africa,Doctoral degree,Data Analyst,Accounting/Finance,Mid,> 200K, Personal blog 
18695,40-44,Woman,South Africa,Doctoral degree,Data Analyst,Accounting/Finance,Mid,> 200K, Kaggle 
18695,40-44,Woman,South Africa,Doctoral degree,Data Analyst,Accounting/Finance,Mid,> 200K, Colab 
18695,40-44,Woman,South Africa,Doctoral degree,Data Analyst,Accounting/Finance,Mid,> 200K, Shiny 
18705,35-39,Man,Germany,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Mid,< 20K, NBViewer 
18705,35-39,Man,Germany,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Mid,< 20K, GitHub 
18705,35-39,Man,Germany,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Mid,< 20K, Colab 
18715,40-44,Man,Singapore,Professional doctorate,Data Analyst,Online Business/Internet-based Sales,Junior,50K - 100K, GitHub 
18715,40-44,Man,Singapore,Professional doctorate,Data Analyst,Online Business/Internet-based Sales,Junior,50K - 100K, Kaggle 
18753,35-39,Man,Nigeria,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 20K, GitHub 
18753,35-39,Man,Nigeria,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 20K, Kaggle 
18753,35-39,Man,Nigeria,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 20K, Colab 
18754,25-29,Woman,Netherlands,Master’s degree,Data Analyst,Computers/Technology,Junior,20K - 50K,I do not share my work publicly
18758,25-29,Woman,Other,Master’s degree,Data Analyst,Retail/Sales,Junior,< 20K,I do not share my work publicly
18772,30-34,Man,Other,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, Streamlit 
18772,30-34,Man,Other,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, NBViewer 
18772,30-34,Man,Other,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, GitHub 
18772,30-34,Man,Other,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, Kaggle 
18781,25-29,Man,Other,Master’s degree,Data Analyst,Broadcasting/Communications,Mid,< 20K, GitHub 
18781,25-29,Man,Other,Master’s degree,Data Analyst,Broadcasting/Communications,Mid,< 20K, Kaggle 
18784,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 20K,I do not share my work publicly
18787,30-34,Man,Peru,Some college/university study without earning a bachelor’s degree,Data Analyst,Broadcasting/Communications,Senior,< 20K, GitHub 
18787,30-34,Man,Peru,Some college/university study without earning a bachelor’s degree,Data Analyst,Broadcasting/Communications,Senior,< 20K, Colab 
18824,22-24,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,20K - 50K, GitHub 
18824,22-24,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,20K - 50K, Colab 
18824,22-24,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,20K - 50K, Shiny 
18831,25-29,Man,Ghana,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, GitHub 
18831,25-29,Man,Ghana,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Personal blog 
18831,25-29,Man,Ghana,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Kaggle 
18855,30-34,Man,Thailand,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 20K,I do not share my work publicly
18861,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, GitHub 
18861,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Kaggle 
18864,25-29,Man,Brazil,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Senior,< 20K, GitHub 
18873,45-49,Man,United States of America,Master’s degree,Data Analyst,Accounting/Finance,Junior,100K - 200K, GitHub 
18873,45-49,Man,United States of America,Master’s degree,Data Analyst,Accounting/Finance,Junior,100K - 200K, Colab 
18873,45-49,Man,United States of America,Master’s degree,Data Analyst,Accounting/Finance,Junior,100K - 200K, Shiny 
18880,50-54,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Mid,50K - 100K, Shiny 
18906,45-49,Man,Other,Doctoral degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,< 20K, GitHub 
18906,45-49,Man,Other,Doctoral degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,< 20K, Personal blog 
18906,45-49,Man,Other,Doctoral degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,< 20K, Kaggle 
18911,45-49,Woman,Spain,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,20K - 50K,I do not share my work publicly
18919,30-34,Man,Egypt,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 20K,I do not share my work publicly
18951,25-29,Woman,Denmark,Master’s degree,Business Analyst,Accounting/Finance,Junior,100K - 200K,I do not share my work publicly
18978,60-69,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,Accounting/Finance,Senior+,50K - 100K,I do not share my work publicly
18990,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, GitHub 
18990,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Colab 
19002,45-49,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Mid,50K - 100K,I do not share my work publicly
19011,40-44,Man,Brazil,Master’s degree,Business Analyst,Medical/Pharmaceutical,Senior+,< 20K, GitHub 
19011,40-44,Man,Brazil,Master’s degree,Business Analyst,Medical/Pharmaceutical,Senior+,< 20K, Kaggle 
19011,40-44,Man,Brazil,Master’s degree,Business Analyst,Medical/Pharmaceutical,Senior+,< 20K, Colab 
19048,25-29,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,< 20K, GitHub 
19048,25-29,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,< 20K, Kaggle 
19052,25-29,Woman,Pakistan,Master’s degree,Business Analyst,Academics/Education,Junior,< 20K,I do not share my work publicly
19073,22-24,Man,Other,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 20K,I do not share my work publicly
19084,35-39,Man,China,Bachelor’s degree,Data Analyst,Computers/Technology,Senior+,< 20K,Other
19093,40-44,Man,Pakistan,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 20K,I do not share my work publicly
19126,25-29,Man,Nigeria,Bachelor’s degree,Business Analyst,Accounting/Finance,Mid,< 20K,I do not share my work publicly
19132,30-34,Man,Nigeria,Master’s degree,Data Analyst,Energy/Mining,Mid,< 20K, GitHub 
19136,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,20K - 50K,I do not share my work publicly
19164,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,20K - 50K, GitHub 
19164,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,20K - 50K, Colab 
19166,35-39,Man,Turkey,Bachelor’s degree,Data Analyst,Other,Junior,50K - 100K, GitHub 
19166,35-39,Man,Turkey,Bachelor’s degree,Data Analyst,Other,Junior,50K - 100K, Kaggle 
19193,25-29,Man,India,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Junior,< 20K, GitHub 
19193,25-29,Man,India,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Junior,< 20K, Kaggle 
19227,22-24,Man,India,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 20K,I do not share my work publicly
19264,45-49,Man,Taiwan,Master’s degree,Data Analyst,Accounting/Finance,Senior+,20K - 50K,I do not share my work publicly
19289,22-24,Woman,India,Bachelor’s degree,Data Analyst,Other,Junior,< 20K,I do not share my work publicly
19291,30-34,Man,"Iran, Islamic Republic of...",Master’s degree,Business Analyst,Computers/Technology,Junior,< 20K, GitHub 
19291,30-34,Man,"Iran, Islamic Republic of...",Master’s degree,Business Analyst,Computers/Technology,Junior,< 20K, Colab 
19305,30-34,Man,Australia,Master’s degree,Data Analyst,Accounting/Finance,Mid,100K - 200K,I do not share my work publicly
19328,25-29,Man,Canada,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,50K - 100K, GitHub 
19328,25-29,Man,Canada,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,50K - 100K, Personal blog 
19381,30-34,Man,Argentina,Master’s degree,Data Analyst,Government/Public Service,Junior,< 20K,I do not share my work publicly
19408,30-34,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Mid,20K - 50K, Kaggle 
19428,22-24,Man,Pakistan,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,I do not share my work publicly
19439,30-34,Woman,India,Professional doctorate,Data Analyst,Other,Senior,< 20K,I do not share my work publicly
19447,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Mid,< 20K, GitHub 
19447,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Mid,< 20K, Kaggle 
19455,40-44,Man,Other,Master’s degree,Data Analyst,Computers/Technology,Senior,50K - 100K, Kaggle 
19455,40-44,Man,Other,Master’s degree,Data Analyst,Computers/Technology,Senior,50K - 100K, Colab 
19465,25-29,Man,Germany,Master’s degree,Data Analyst,Academics/Education,Junior,20K - 50K, GitHub 
19492,35-39,Man,Other,I prefer not to answer,Data Analyst,Manufacturing/Fabrication,Junior,< 20K,I do not share my work publicly
19509,55-59,Man,Viet Nam,Doctoral degree,Data Analyst,Academics/Education,Senior+,< 20K, GitHub 
19509,55-59,Man,Viet Nam,Doctoral degree,Data Analyst,Academics/Education,Senior+,< 20K, Personal blog 
19509,55-59,Man,Viet Nam,Doctoral degree,Data Analyst,Academics/Education,Senior+,< 20K, Kaggle 
19531,40-44,Man,Nigeria,Doctoral degree,Business Analyst,Accounting/Finance,Senior+,50K - 100K,I do not share my work publicly
19559,35-39,Man,India,Master’s degree,Business Analyst,Computers/Technology,Senior,20K - 50K,I do not share my work publicly
19562,30-34,Woman,United States of America,Master’s degree,Data Analyst,Insurance/Risk Assessment,Mid,50K - 100K, GitHub 
19566,30-34,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,50K - 100K,I do not share my work publicly
19582,30-34,Man,France,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, Kaggle 
19582,30-34,Man,France,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, Colab 
19594,35-39,Man,China,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 20K,I do not share my work publicly
19606,30-34,Man,United States of America,Master’s degree,Business Analyst,Insurance/Risk Assessment,Junior,50K - 100K,I do not share my work publicly
19617,25-29,Woman,Taiwan,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K, Kaggle 
19626,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Mid,< 20K, GitHub 
19626,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Mid,< 20K, Personal blog 
19626,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Mid,< 20K, Kaggle 
19681,25-29,Man,India,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 20K, GitHub 
19681,25-29,Man,India,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 20K, Kaggle 
19682,25-29,Woman,Iraq,Master’s degree,Data Analyst,Retail/Sales,Junior,< 20K,I do not share my work publicly
19723,30-34,Man,Turkey,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 20K, Kaggle 
19735,30-34,Woman,Other,Doctoral degree,Data Analyst,Other,Mid,< 20K,I do not share my work publicly
19736,30-34,Man,United States of America,Master’s degree,Data Analyst,Shipping/Transportation,Senior,100K - 200K, GitHub 
19736,30-34,Man,United States of America,Master’s degree,Data Analyst,Shipping/Transportation,Senior,100K - 200K, Personal blog 
19736,30-34,Man,United States of America,Master’s degree,Data Analyst,Shipping/Transportation,Senior,100K - 200K, Kaggle 
19737,18-21,Woman,Indonesia,Some college/university study without earning a bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 20K,Other
19830,40-44,Man,China,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 20K, GitHub 
19830,40-44,Man,China,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 20K, Kaggle 
19855,25-29,Man,Japan,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Kaggle 
19862,50-54,Man,Australia,Master’s degree,Business Analyst,Other,Senior+,50K - 100K,I do not share my work publicly
19884,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,20K - 50K,I do not share my work publicly
19905,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Accounting/Finance,Junior,20K - 50K, GitHub 
19915,40-44,Man,India,Master’s degree,Data Analyst,Other,Junior,< 20K, GitHub 
19915,40-44,Man,India,Master’s degree,Data Analyst,Other,Junior,< 20K, Kaggle 
19927,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 20K, GitHub 
19927,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 20K, Kaggle 
19927,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 20K, Colab 
19929,25-29,Man,India,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 20K, Kaggle 
19940,55-59,Man,Colombia,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Senior+,20K - 50K,I do not share my work publicly
19969,18-21,Man,Turkey,No formal education past high school,Business Analyst,Broadcasting/Communications,Junior,< 20K,I do not share my work publicly
19977,30-34,Man,Indonesia,Bachelor’s degree,Business Analyst,Online Service/Internet-based Services,Junior,< 20K,I do not share my work publicly
19990,30-34,Man,Malaysia,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,20K - 50K,I do not share my work publicly
19998,35-39,Man,Germany,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,> 200K, GitHub 
19998,35-39,Man,Germany,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,> 200K, Kaggle 
19998,35-39,Man,Germany,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,> 200K, Colab 
20012,45-49,Man,United States of America,Master’s degree,Data Analyst,Academics/Education,Junior,50K - 100K, NBViewer 
20012,45-49,Man,United States of America,Master’s degree,Data Analyst,Academics/Education,Junior,50K - 100K, GitHub 
20012,45-49,Man,United States of America,Master’s degree,Data Analyst,Academics/Education,Junior,50K - 100K,Other
20014,35-39,Man,Other,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 20K, GitHub 
20014,35-39,Man,Other,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 20K, Personal blog 
20014,35-39,Man,Other,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 20K, Kaggle 
20028,25-29,Woman,United States of America,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,20K - 50K,I do not share my work publicly
20034,25-29,Man,United States of America,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 20K, GitHub 
20035,22-24,Man,India,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 20K,Other
20077,35-39,Man,South Korea,Bachelor’s degree,Data Analyst,Other,Mid,20K - 50K,I do not share my work publicly
20079,18-21,Man,Viet Nam,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 20K, GitHub 
20079,18-21,Man,Viet Nam,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 20K, Kaggle 
20079,18-21,Man,Viet Nam,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 20K, Colab 
20088,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K, Kaggle 
20111,30-34,Man,South Korea,Some college/university study without earning a bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Mid,< 20K, Kaggle 
20114,30-34,Man,South Korea,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,20K - 50K, GitHub 
20114,30-34,Man,South Korea,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,20K - 50K, Kaggle 
20131,22-24,Woman,Malaysia,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,I do not share my work publicly
20143,30-34,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 20K, GitHub 
20156,35-39,Man,Egypt,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, GitHub 
20156,35-39,Man,Egypt,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, Kaggle 
20174,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Junior,20K - 50K,I do not share my work publicly
20204,25-29,Man,Colombia,Master’s degree,Data Analyst,Insurance/Risk Assessment,Mid,< 20K, GitHub 
20238,30-34,Man,India,Master’s degree,Data Analyst,Other,Junior,< 20K,I do not share my work publicly
20252,25-29,Man,Hong Kong (S.A.R.),Master’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K, Kaggle 
20261,50-54,Man,Canada,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,Senior,20K - 50K,I do not share my work publicly
20278,45-49,Man,Singapore,Bachelor’s degree,Data Analyst,Other,Senior+,50K - 100K,I do not share my work publicly
20279,30-34,Man,India,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,Senior+,100K - 200K, GitHub 
20279,30-34,Man,India,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,Senior+,100K - 200K, Personal blog 
20283,22-24,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 20K, GitHub 
20289,25-29,Man,Switzerland,Master’s degree,Data Analyst,Energy/Mining,Junior,100K - 200K, GitHub 
20319,30-34,Man,Australia,Master’s degree,Data Analyst,Government/Public Service,Junior,< 20K, GitHub 
20340,25-29,Woman,United States of America,Master’s degree,Data Analyst,Marketing/CRM,Senior,50K - 100K, GitHub 
20340,25-29,Woman,United States of America,Master’s degree,Data Analyst,Marketing/CRM,Senior,50K - 100K, Colab 
20403,25-29,Man,Bangladesh,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 20K,I do not share my work publicly
20459,22-24,Woman,United States of America,Master’s degree,Data Analyst,Other,Junior,< 20K,I do not share my work publicly
20472,35-39,Man,Russia,Doctoral degree,Data Analyst,Computers/Technology,Junior,< 20K,I do not share my work publicly
20504,35-39,Prefer not to say,I do not wish to disclose my location,I prefer not to answer,Business Analyst,Online Service/Internet-based Services,Junior,100K - 200K,I do not share my work publicly
20506,40-44,Prefer not to say,I do not wish to disclose my location,I prefer not to answer,Data Analyst,Computers/Technology,Senior+,< 20K,I do not share my work publicly
20527,30-34,Man,China,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K,I do not share my work publicly
20545,25-29,Woman,Philippines,Master’s degree,Data Analyst,Online Service/Internet-based Services,Mid,< 20K, GitHub 
20545,25-29,Woman,Philippines,Master’s degree,Data Analyst,Online Service/Internet-based Services,Mid,< 20K, Kaggle 
20569,45-49,Man,United States of America,Master’s degree,Data Analyst,Other,Senior+,100K - 200K, GitHub 
20569,45-49,Man,United States of America,Master’s degree,Data Analyst,Other,Senior+,100K - 200K, Personal blog 
20569,45-49,Man,United States of America,Master’s degree,Data Analyst,Other,Senior+,100K - 200K, Kaggle 
20579,35-39,Man,Ecuador,Master’s degree,Business Analyst,Academics/Education,Junior,< 20K, GitHub 
20599,45-49,Man,Argentina,Master’s degree,Business Analyst,Accounting/Finance,Senior,> 200K, GitHub 
20599,45-49,Man,Argentina,Master’s degree,Business Analyst,Accounting/Finance,Senior,> 200K, Kaggle 
20599,45-49,Man,Argentina,Master’s degree,Business Analyst,Accounting/Finance,Senior,> 200K, Colab 
20603,22-24,Man,Pakistan,I prefer not to answer,Data Analyst,Computers/Technology,Mid,< 20K, GitHub 
20603,22-24,Man,Pakistan,I prefer not to answer,Data Analyst,Computers/Technology,Mid,< 20K, Colab 
20618,22-24,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Senior,< 20K, Streamlit 
20618,22-24,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Senior,< 20K, GitHub 
20618,22-24,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Senior,< 20K, Personal blog 
20636,25-29,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 20K, GitHub 
20636,25-29,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 20K, Kaggle 
20665,35-39,Man,Nigeria,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 20K, GitHub 
20683,35-39,Man,Mexico,Master’s degree,Business Analyst,Computers/Technology,Senior,20K - 50K,I do not share my work publicly
20686,25-29,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Mid,50K - 100K,I do not share my work publicly
20708,30-34,Man,Nigeria,Professional doctorate,Data Analyst,Accounting/Finance,Junior,< 20K, Plotly Dash 
20708,30-34,Man,Nigeria,Professional doctorate,Data Analyst,Accounting/Finance,Junior,< 20K, NBViewer 
20708,30-34,Man,Nigeria,Professional doctorate,Data Analyst,Accounting/Finance,Junior,< 20K, Personal blog 
20714,22-24,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 20K, GitHub 
20714,22-24,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 20K, Kaggle 
20722,22-24,Man,Ukraine,Master’s degree,Data Analyst,Retail/Sales,Junior,< 20K,I do not share my work publicly
20736,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,Marketing/CRM,Senior+,20K - 50K, GitHub 
20736,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,Marketing/CRM,Senior+,20K - 50K, Kaggle 
20774,50-54,Man,Spain,Master’s degree,Data Analyst,Medical/Pharmaceutical,Senior+,50K - 100K, Kaggle 
20774,50-54,Man,Spain,Master’s degree,Data Analyst,Medical/Pharmaceutical,Senior+,50K - 100K, Colab 
20794,25-29,Man,"Iran, Islamic Republic of...",Master’s degree,Data Analyst,Academics/Education,Junior,< 20K,I do not share my work publicly
20809,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 20K, GitHub 
20809,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 20K, Colab 
20813,25-29,Woman,Indonesia,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,< 20K,I do not share my work publicly
20818,45-49,Man,United States of America,Master’s degree,Data Analyst,Marketing/CRM,Senior+,100K - 200K, GitHub 
20831,40-44,Man,Russia,Master’s degree,Data Analyst,Accounting/Finance,Junior,20K - 50K,I do not share my work publicly
20832,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, GitHub 
20832,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, Kaggle 
20832,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, Colab 
20836,40-44,Woman,South Africa,Professional doctorate,Data Analyst,Insurance/Risk Assessment,Senior,> 200K, Plotly Dash 
20836,40-44,Woman,South Africa,Professional doctorate,Data Analyst,Insurance/Risk Assessment,Senior,> 200K, Streamlit 
20836,40-44,Woman,South Africa,Professional doctorate,Data Analyst,Insurance/Risk Assessment,Senior,> 200K, NBViewer 
20836,40-44,Woman,South Africa,Professional doctorate,Data Analyst,Insurance/Risk Assessment,Senior,> 200K, GitHub 
20836,40-44,Woman,South Africa,Professional doctorate,Data Analyst,Insurance/Risk Assessment,Senior,> 200K, Personal blog 
20836,40-44,Woman,South Africa,Professional doctorate,Data Analyst,Insurance/Risk Assessment,Senior,> 200K, Kaggle 
20836,40-44,Woman,South Africa,Professional doctorate,Data Analyst,Insurance/Risk Assessment,Senior,> 200K, Colab 
20836,40-44,Woman,South Africa,Professional doctorate,Data Analyst,Insurance/Risk Assessment,Senior,> 200K, Shiny 
20852,30-34,Woman,Brazil,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 20K, GitHub 
20852,30-34,Woman,Brazil,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 20K, Kaggle 
20852,30-34,Woman,Brazil,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 20K, Colab 
20857,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 20K, GitHub 
20857,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 20K, Kaggle 
20885,18-21,Man,China,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, GitHub 
20885,18-21,Man,China,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Kaggle 
20892,40-44,Man,Indonesia,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 20K, GitHub 
20892,40-44,Man,Indonesia,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 20K, Kaggle 
20892,40-44,Man,Indonesia,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 20K, Colab 
20894,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, GitHub 
20941,35-39,Man,United Kingdom of Great Britain and Northern Ireland,No formal education past high school,Business Analyst,Computers/Technology,Junior,20K - 50K,I do not share my work publicly
20979,25-29,Woman,Indonesia,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K, GitHub 
20979,25-29,Woman,Indonesia,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K, Colab 
20988,25-29,Man,"Iran, Islamic Republic of...",Bachelor’s degree,Business Analyst,Online Service/Internet-based Services,Senior,100K - 200K, Plotly Dash 
20988,25-29,Man,"Iran, Islamic Republic of...",Bachelor’s degree,Business Analyst,Online Service/Internet-based Services,Senior,100K - 200K, GitHub 
21001,22-24,Man,China,Master’s degree,Data Analyst,Accounting/Finance,Junior,20K - 50K, GitHub 
21001,22-24,Man,China,Master’s degree,Data Analyst,Accounting/Finance,Junior,20K - 50K, Kaggle 
21012,30-34,Man,Japan,No formal education past high school,Data Analyst,Computers/Technology,Junior,< 20K, GitHub 
21023,35-39,Man,Kenya,Master’s degree,Business Analyst,Academics/Education,Junior,20K - 50K, GitHub 
21038,30-34,Man,Russia,Doctoral degree,Business Analyst,Energy/Mining,Mid,< 20K,I do not share my work publicly
21050,25-29,Man,United States of America,Master’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K, GitHub 
