index,age,gender,country,education,role,field,cat_experience,cat_salary,languages
21500,25-29,Man,Nigeria,Master’s degree,Data Analyst,Energy/Mining,Mid,, Javascript
21513,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Python
21513,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, SQL
21516,30-34,Man,United States of America,Master’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K,Python
21516,30-34,Man,United States of America,Master’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K, R
21516,30-34,Man,United States of America,Master’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K, Bash
21517,25-29,Man,Taiwan,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Python
21517,25-29,Man,Taiwan,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, SQL
21555,40-44,Man,Spain,Master’s degree,Data Analyst,Shipping/Transportation,Senior+,25K - 50K,Python
21555,40-44,Man,Spain,Master’s degree,Data Analyst,Shipping/Transportation,Senior+,25K - 50K, R
21555,40-44,Man,Spain,Master’s degree,Data Analyst,Shipping/Transportation,Senior+,25K - 50K, SQL
21555,40-44,Man,Spain,Master’s degree,Data Analyst,Shipping/Transportation,Senior+,25K - 50K, Bash
21555,40-44,Man,Spain,Master’s degree,Data Analyst,Shipping/Transportation,Senior+,25K - 50K, Other
21564,22-24,Woman,Taiwan,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Python
21564,22-24,Woman,Taiwan,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, SQL
21570,35-39,Man,Saudi Arabia,Bachelor’s degree,Business Analyst,Hospitality/Entertainment/Sports,Mid,< 25K, SQL
21575,40-44,Man,Japan,Master’s degree,Business Analyst,Marketing/CRM,Senior,,Python
21575,40-44,Man,Japan,Master’s degree,Business Analyst,Marketing/CRM,Senior,, Swift
21581,35-39,Man,United States of America,Master’s degree,Data Analyst,Academics/Education,Senior+,50K - 100K,Python
21581,35-39,Man,United States of America,Master’s degree,Data Analyst,Academics/Education,Senior+,50K - 100K, R
21585,22-24,Man,Bangladesh,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,Python
21585,22-24,Man,Bangladesh,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 25K, R
21593,25-29,Woman,India,Bachelor’s degree,Business Analyst,Other,Sin experiencia,< 25K,
21605,22-24,Man,Russia,Doctoral degree,Business Analyst,Academics/Education,Junior,< 25K,Python
21647,25-29,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Python
21647,25-29,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, MATLAB
21651,25-29,Man,Kazakhstan,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Python
21651,25-29,Man,Kazakhstan,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, SQL
21653,55-59,Man,United States of America,Master’s degree,Data Analyst,Medical/Pharmaceutical,Senior,50K - 100K, R
21653,55-59,Man,United States of America,Master’s degree,Data Analyst,Medical/Pharmaceutical,Senior,50K - 100K, SQL
21663,25-29,Man,India,Master’s degree,Business Analyst,Computers/Technology,Junior,25K - 50K,Python
21663,25-29,Man,India,Master’s degree,Business Analyst,Computers/Technology,Junior,25K - 50K, SQL
21663,25-29,Man,India,Master’s degree,Business Analyst,Computers/Technology,Junior,25K - 50K, Java
21665,22-24,Woman,Russia,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Python
21665,22-24,Woman,Russia,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, SQL
21665,22-24,Woman,Russia,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, C++
21665,22-24,Woman,Russia,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, MATLAB
21667,45-49,Man,United States of America,Master’s degree,Business Analyst,Computers/Technology,Senior,25K - 50K,Python
21667,45-49,Man,United States of America,Master’s degree,Business Analyst,Computers/Technology,Senior,25K - 50K, SQL
21667,45-49,Man,United States of America,Master’s degree,Business Analyst,Computers/Technology,Senior,25K - 50K, Javascript
21674,22-24,Man,Turkey,Some college/university study without earning a bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Python
21674,22-24,Man,Turkey,Some college/university study without earning a bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Java
21684,30-34,Man,China,Bachelor’s degree,Business Analyst,Government/Public Service,Junior,< 25K,Python
21684,30-34,Man,China,Bachelor’s degree,Business Analyst,Government/Public Service,Junior,< 25K, C
21684,30-34,Man,China,Bachelor’s degree,Business Analyst,Government/Public Service,Junior,< 25K, MATLAB
21685,30-34,Man,Pakistan,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Python
21688,22-24,Woman,United States of America,Bachelor’s degree,Data Analyst,Military/Security/Defense,Junior,50K - 100K,Python
21688,22-24,Woman,United States of America,Bachelor’s degree,Data Analyst,Military/Security/Defense,Junior,50K - 100K, SQL
21688,22-24,Woman,United States of America,Bachelor’s degree,Data Analyst,Military/Security/Defense,Junior,50K - 100K, MATLAB
21688,22-24,Woman,United States of America,Bachelor’s degree,Data Analyst,Military/Security/Defense,Junior,50K - 100K, Other
21704,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,Military/Security/Defense,Junior,50K - 100K, SQL
21704,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,Military/Security/Defense,Junior,50K - 100K, C++
21706,25-29,Man,Colombia,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,Python
21706,25-29,Man,Colombia,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 25K, R
21712,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Business Analyst,Accounting/Finance,Senior,100K - 200K, Other
21732,45-49,Man,China,Master’s degree,Data Analyst,Retail/Sales,Mid,< 25K,Python
21732,45-49,Man,China,Master’s degree,Data Analyst,Retail/Sales,Mid,< 25K, SQL
21738,60-69,Man,United States of America,Bachelor’s degree,Business Analyst,Other,Mid,25K - 50K,Python
21745,18-21,Man,India,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K,Python
21745,18-21,Man,India,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K, SQL
21748,18-21,Man,India,Master’s degree,Business Analyst,Non-profit/Service,Junior,< 25K,Python
21748,18-21,Man,India,Master’s degree,Business Analyst,Non-profit/Service,Junior,< 25K, R
21748,18-21,Man,India,Master’s degree,Business Analyst,Non-profit/Service,Junior,< 25K, SQL
21748,18-21,Man,India,Master’s degree,Business Analyst,Non-profit/Service,Junior,< 25K, C
21748,18-21,Man,India,Master’s degree,Business Analyst,Non-profit/Service,Junior,< 25K, MATLAB
21752,25-29,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Mid,< 25K, SQL
21752,25-29,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Mid,< 25K, Other
21764,35-39,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Python
21764,35-39,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K, R
21783,25-29,Man,United States of America,Master’s degree,Business Analyst,Computers/Technology,Junior,50K - 100K, SQL
21796,35-39,Man,Russia,I prefer not to answer,Business Analyst,Accounting/Finance,Junior,< 25K,Python
21796,35-39,Man,Russia,I prefer not to answer,Business Analyst,Accounting/Finance,Junior,< 25K, SQL
21799,18-21,Woman,India,Master’s degree,Data Analyst,Academics/Education,Junior,,Python
21799,18-21,Woman,India,Master’s degree,Data Analyst,Academics/Education,Junior,, Java
21804,25-29,Man,United States of America,Master’s degree,Business Analyst,Insurance/Risk Assessment,Junior,,Python
21804,25-29,Man,United States of America,Master’s degree,Business Analyst,Insurance/Risk Assessment,Junior,, SQL
21814,35-39,Man,Singapore,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K,Python
21814,35-39,Man,Singapore,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K, Other
21830,30-34,Man,Colombia,Bachelor’s degree,Business Analyst,Other,Junior,< 25K,Python
21830,30-34,Man,Colombia,Bachelor’s degree,Business Analyst,Other,Junior,< 25K, Java
21830,30-34,Man,Colombia,Bachelor’s degree,Business Analyst,Other,Junior,< 25K, Javascript
21838,40-44,Man,Italy,Bachelor’s degree,Business Analyst,Hospitality/Entertainment/Sports,Senior+,25K - 50K,Python
21838,40-44,Man,Italy,Bachelor’s degree,Business Analyst,Hospitality/Entertainment/Sports,Senior+,25K - 50K, SQL
21838,40-44,Man,Italy,Bachelor’s degree,Business Analyst,Hospitality/Entertainment/Sports,Senior+,25K - 50K, Other
21851,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Python
21866,18-21,Man,France,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Python
21866,18-21,Man,France,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, C
21868,60-69,Man,Chile,Doctoral degree,Business Analyst,Academics/Education,Junior,50K - 100K,Python
21874,25-29,Man,Poland,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Python
21874,25-29,Man,Poland,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K, SQL
21883,30-34,Man,China,Master’s degree,Business Analyst,Manufacturing/Fabrication,Mid,25K - 50K,Python
21885,55-59,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Senior+,100K - 200K, SQL
21886,25-29,Woman,Nigeria,Master’s degree,Business Analyst,Manufacturing/Fabrication,Sin experiencia,< 25K,
21894,30-34,Man,Germany,Some college/university study without earning a bachelor’s degree,Data Analyst,Shipping/Transportation,Mid,50K - 100K,Python
21894,30-34,Man,Germany,Some college/university study without earning a bachelor’s degree,Data Analyst,Shipping/Transportation,Mid,50K - 100K, SQL
21898,40-44,Man,Russia,Master’s degree,Business Analyst,Energy/Mining,Senior+,25K - 50K,Python
21898,40-44,Man,Russia,Master’s degree,Business Analyst,Energy/Mining,Senior+,25K - 50K, SQL
21898,40-44,Man,Russia,Master’s degree,Business Analyst,Energy/Mining,Senior+,25K - 50K, Other
21919,25-29,Woman,Russia,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,,Python
21919,25-29,Woman,Russia,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,, SQL
21923,40-44,Man,Japan,Master’s degree,Data Analyst,Computers/Technology,Senior+,50K - 100K,Python
21923,40-44,Man,Japan,Master’s degree,Data Analyst,Computers/Technology,Senior+,50K - 100K, R
21923,40-44,Man,Japan,Master’s degree,Data Analyst,Computers/Technology,Senior+,50K - 100K, Other
21943,30-34,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Senior,, SQL
21943,30-34,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Senior,, Other
21947,22-24,Man,Brazil,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, R
21947,22-24,Man,Brazil,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, SQL
21951,22-24,Man,Egypt,No formal education past high school,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Python
21956,25-29,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Sin experiencia,50K - 100K,
21969,25-29,Man,Iraq,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K,Python
21969,25-29,Man,Iraq,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K, R
21969,25-29,Man,Iraq,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K, SQL
21969,25-29,Man,Iraq,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K, C++
21969,25-29,Man,Iraq,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K, MATLAB
21971,55-59,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Mid,25K - 50K, None
21983,25-29,Woman,South Korea,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Python
21983,25-29,Woman,South Korea,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, R
21983,25-29,Woman,South Korea,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, MATLAB
21998,30-34,Man,Bangladesh,Master’s degree,Business Analyst,Broadcasting/Communications,Senior,< 25K, R
21998,30-34,Man,Bangladesh,Master’s degree,Business Analyst,Broadcasting/Communications,Senior,< 25K, Bash
21999,25-29,Man,India,Bachelor’s degree,Business Analyst,Accounting/Finance,Sin experiencia,50K - 100K,
22000,25-29,Man,China,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,< 25K,Python
22000,25-29,Man,China,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,< 25K, SQL
22000,25-29,Man,China,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,< 25K, Java
22000,25-29,Man,China,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,< 25K, Javascript
22000,25-29,Man,China,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,< 25K, Other
22003,25-29,Man,Kenya,Bachelor’s degree,Business Analyst,Energy/Mining,Senior,< 25K,Python
22003,25-29,Man,Kenya,Bachelor’s degree,Business Analyst,Energy/Mining,Senior,< 25K, Java
22008,22-24,Man,Viet Nam,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,,Python
22015,18-21,Man,Indonesia,Bachelor’s degree,Data Analyst,Academics/Education,Sin experiencia,< 25K,
22016,25-29,Man,Russia,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Senior,25K - 50K,Python
22016,25-29,Man,Russia,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Senior,25K - 50K, SQL
22016,25-29,Man,Russia,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Senior,25K - 50K, Bash
22030,25-29,Man,Sri Lanka,Master’s degree,Data Analyst,Broadcasting/Communications,Mid,< 25K,Python
22030,25-29,Man,Sri Lanka,Master’s degree,Data Analyst,Broadcasting/Communications,Mid,< 25K, SQL
22032,22-24,Man,Kenya,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Python
22037,25-29,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Python
22038,70+,Man,United States of America,Master’s degree,Data Analyst,Academics/Education,Senior+,< 25K,Python
22038,70+,Man,United States of America,Master’s degree,Data Analyst,Academics/Education,Senior+,< 25K, R
22038,70+,Man,United States of America,Master’s degree,Data Analyst,Academics/Education,Senior+,< 25K, SQL
22040,18-21,Man,China,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Python
22040,18-21,Man,China,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K, C
22040,18-21,Man,China,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K, Java
22046,30-34,Man,United States of America,Master’s degree,Data Analyst,Academics/Education,Junior,50K - 100K,Python
22046,30-34,Man,United States of America,Master’s degree,Data Analyst,Academics/Education,Junior,50K - 100K, R
22046,30-34,Man,United States of America,Master’s degree,Data Analyst,Academics/Education,Junior,50K - 100K, SQL
22052,30-34,Man,India,Master’s degree,Business Analyst,Computers/Technology,Mid,25K - 50K,Python
22052,30-34,Man,India,Master’s degree,Business Analyst,Computers/Technology,Mid,25K - 50K, SQL
22055,35-39,Man,United States of America,Master’s degree,Business Analyst,Accounting/Finance,Mid,100K - 200K,Python
22055,35-39,Man,United States of America,Master’s degree,Business Analyst,Accounting/Finance,Mid,100K - 200K, R
22055,35-39,Man,United States of America,Master’s degree,Business Analyst,Accounting/Finance,Mid,100K - 200K, SQL
22061,25-29,Man,United States of America,Bachelor’s degree,Business Analyst,Marketing/CRM,Sin experiencia,50K - 100K,
22063,18-21,Man,India,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K, SQL
22063,18-21,Man,India,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K, Javascript
22069,35-39,Man,United States of America,Bachelor’s degree,Data Analyst,Academics/Education,Sin experiencia,< 25K,
22089,40-44,Man,Australia,Some college/university study without earning a bachelor’s degree,Data Analyst,Government/Public Service,Mid,50K - 100K,Python
22089,40-44,Man,Australia,Some college/university study without earning a bachelor’s degree,Data Analyst,Government/Public Service,Mid,50K - 100K, SQL
22089,40-44,Man,Australia,Some college/university study without earning a bachelor’s degree,Data Analyst,Government/Public Service,Mid,50K - 100K, Java
22111,22-24,Man,India,Bachelor’s degree,Data Analyst,,Junior,,Python
22124,40-44,Man,Mexico,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K, R
22124,40-44,Man,Mexico,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K, SQL
22131,50-54,Man,India,Bachelor’s degree,Data Analyst,Retail/Sales,Sin experiencia,25K - 50K,
22133,25-29,Woman,South Korea,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Python
22133,25-29,Woman,South Korea,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Java
22133,25-29,Woman,South Korea,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, MATLAB
22154,45-49,Prefer not to say,United States of America,I prefer not to answer,Data Analyst,,Senior+,, None
22169,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,,Mid,,Python
22169,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,,Mid,, R
22169,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,,Mid,, SQL
22169,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,,Mid,, C++
22169,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,,Mid,, Java
22169,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,,Mid,, Javascript
22169,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,,Mid,, MATLAB
22169,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,,Mid,, Other
22187,30-34,Woman,India,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K,Python
22187,30-34,Woman,India,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K, R
22187,30-34,Woman,India,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K, SQL
22199,25-29,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K, SQL
22199,25-29,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K, Other
22210,35-39,Man,Mexico,Some college/university study without earning a bachelor’s degree,Business Analyst,Non-profit/Service,Sin experiencia,< 25K,
22215,25-29,Man,Kenya,Bachelor’s degree,Data Analyst,,Mid,,Python
22235,50-54,Woman,United States of America,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, R
22235,50-54,Woman,United States of America,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, SQL
22237,30-34,Man,India,No formal education past high school,Business Analyst,Accounting/Finance,Junior,< 25K, Bash
22247,25-29,Woman,India,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K,Python
22247,25-29,Woman,India,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K, SQL
22247,25-29,Woman,India,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K, Other
22262,45-49,Man,Canada,Master’s degree,Data Analyst,Computers/Technology,Mid,50K - 100K,Python
22262,45-49,Man,Canada,Master’s degree,Data Analyst,Computers/Technology,Mid,50K - 100K, SQL
22266,50-54,Man,United States of America,Master’s degree,Data Analyst,Accounting/Finance,Senior+,100K - 200K, SQL
22266,50-54,Man,United States of America,Master’s degree,Data Analyst,Accounting/Finance,Senior+,100K - 200K, Other
22288,18-21,Man,Egypt,Some college/university study without earning a bachelor’s degree,Data Analyst,,Junior,,Python
22288,18-21,Man,Egypt,Some college/university study without earning a bachelor’s degree,Data Analyst,,Junior,, C++
22298,30-34,Man,Turkey,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,Python
22298,30-34,Man,Turkey,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K, SQL
22298,30-34,Man,Turkey,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K, Javascript
22298,30-34,Man,Turkey,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K, MATLAB
22309,22-24,Woman,Belarus,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,25K - 50K,Python
22309,22-24,Woman,Belarus,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,25K - 50K, R
22316,18-21,Man,Egypt,Some college/university study without earning a bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 25K,Python
22316,18-21,Man,Egypt,Some college/university study without earning a bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 25K, R
22316,18-21,Man,Egypt,Some college/university study without earning a bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 25K, SQL
22319,25-29,Man,Japan,Bachelor’s degree,Data Analyst,,Mid,,Python
22319,25-29,Man,Japan,Bachelor’s degree,Data Analyst,,Mid,, SQL
22319,25-29,Man,Japan,Bachelor’s degree,Data Analyst,,Mid,, Javascript
22320,35-39,Man,Nigeria,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 25K, R
22320,35-39,Man,Nigeria,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 25K, SQL
22326,40-44,Man,Australia,Doctoral degree,Data Analyst,Accounting/Finance,Senior+,100K - 200K,Python
22326,40-44,Man,Australia,Doctoral degree,Data Analyst,Accounting/Finance,Senior+,100K - 200K, SQL
22326,40-44,Man,Australia,Doctoral degree,Data Analyst,Accounting/Finance,Senior+,100K - 200K, Other
22328,22-24,Man,Taiwan,Master’s degree,Data Analyst,Shipping/Transportation,Junior,25K - 50K,Python
22328,22-24,Man,Taiwan,Master’s degree,Data Analyst,Shipping/Transportation,Junior,25K - 50K, SQL
22360,60-69,Man,Japan,Bachelor’s degree,Data Analyst,Academics/Education,Junior,25K - 50K,Python
22379,35-39,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Python
22379,35-39,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, SQL
22379,35-39,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, C++
22382,25-29,Man,Turkey,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Senior,< 25K,Python
22382,25-29,Man,Turkey,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Senior,< 25K, SQL
22384,40-44,Man,Italy,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,< 25K,Python
22384,40-44,Man,Italy,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,< 25K, R
22384,40-44,Man,Italy,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,< 25K, SQL
22385,25-29,Man,China,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Senior+,,Python
22385,25-29,Man,China,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Senior+,, C
22385,25-29,Man,China,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Senior+,, C++
22385,25-29,Man,China,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Senior+,, Java
22385,25-29,Man,China,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Senior+,, Javascript
22385,25-29,Man,China,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Senior+,, Bash
22385,25-29,Man,China,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Senior+,, MATLAB
22407,25-29,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Python
22410,45-49,Man,Spain,Master’s degree,Business Analyst,Accounting/Finance,Mid,25K - 50K,Python
22410,45-49,Man,Spain,Master’s degree,Business Analyst,Accounting/Finance,Mid,25K - 50K, R
22411,60-69,Man,Mexico,Master’s degree,Business Analyst,Academics/Education,Junior,100K - 200K, R
22414,22-24,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Mid,< 25K,Python
22414,22-24,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Mid,< 25K, R
22414,22-24,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Mid,< 25K, SQL
22414,22-24,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Mid,< 25K, Bash
22429,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Python
22432,35-39,Woman,India,Bachelor’s degree,Data Analyst,Other,Mid,50K - 100K,Python
22432,35-39,Woman,India,Bachelor’s degree,Data Analyst,Other,Mid,50K - 100K, SQL
22432,35-39,Woman,India,Bachelor’s degree,Data Analyst,Other,Mid,50K - 100K, Javascript
22432,35-39,Woman,India,Bachelor’s degree,Data Analyst,Other,Mid,50K - 100K, Other
22445,22-24,Man,Egypt,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K,Python
22445,22-24,Man,Egypt,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K, SQL
22448,22-24,Man,India,Bachelor’s degree,Data Analyst,Marketing/CRM,Sin experiencia,,
22454,25-29,Man,Poland,Master’s degree,Business Analyst,Retail/Sales,Junior,< 25K,Python
22454,25-29,Man,Poland,Master’s degree,Business Analyst,Retail/Sales,Junior,< 25K, SQL
22463,25-29,Woman,Brazil,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Python
22463,25-29,Woman,Brazil,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K, SQL
22463,25-29,Woman,Brazil,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K, Bash
22483,25-29,Man,Turkey,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Python
22483,25-29,Man,Turkey,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, R
22483,25-29,Man,Turkey,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, SQL
22487,50-54,Man,Ecuador,Master’s degree,Business Analyst,Retail/Sales,Junior,50K - 100K,Python
22493,25-29,Man,Nigeria,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Python
22496,30-34,Man,Russia,Master’s degree,Data Analyst,Energy/Mining,Mid,< 25K,Python
22496,30-34,Man,Russia,Master’s degree,Data Analyst,Energy/Mining,Mid,< 25K, SQL
22498,22-24,Man,Portugal,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Python
22498,22-24,Man,Portugal,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, R
22498,22-24,Man,Portugal,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, SQL
22498,22-24,Man,Portugal,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, C
22498,22-24,Man,Portugal,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, C++
22498,22-24,Man,Portugal,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, MATLAB
22511,35-39,Woman,Portugal,Doctoral degree,Data Analyst,Other,Senior+,25K - 50K,Python
22511,35-39,Woman,Portugal,Doctoral degree,Data Analyst,Other,Senior+,25K - 50K, SQL
22520,40-44,Man,India,No formal education past high school,Business Analyst,Accounting/Finance,Senior+,, SQL
22529,22-24,Man,Colombia,Bachelor’s degree,Data Analyst,Other,Mid,< 25K,Python
22529,22-24,Man,Colombia,Bachelor’s degree,Data Analyst,Other,Mid,< 25K, R
22529,22-24,Man,Colombia,Bachelor’s degree,Data Analyst,Other,Mid,< 25K, SQL
22529,22-24,Man,Colombia,Bachelor’s degree,Data Analyst,Other,Mid,< 25K, Bash
22539,35-39,Woman,United States of America,Master’s degree,Data Analyst,Computers/Technology,Junior,100K - 200K, SQL
