index,age,gender,country,education,role,field,cat_experience,cat_salary,notebooks_unido
22003,25-29,Man,Kenya,Bachelor’s degree,Business Analyst,Energy/Mining,Senior,< 25K, Kaggle Notebooks
22003,25-29,Man,Kenya,Bachelor’s degree,Business Analyst,Energy/Mining,Senior,< 25K,Colab Notebooks
22008,22-24,Man,Viet Nam,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,,Colab Notebooks
22008,22-24,Man,Viet Nam,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,,Google Cloud Notebooks (AI Platform / Vertex AI) 
22008,22-24,Man,Viet Nam,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,,Google Cloud Datalab
22016,25-29,Man,Russia,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Senior,25K - 50K, Binder / JupyterHub 
22037,25-29,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Colab Notebooks
22052,30-34,Man,India,Master’s degree,Business Analyst,Computers/Technology,Mid,25K - 50K, Kaggle Notebooks
22089,40-44,Man,Australia,Some college/university study without earning a bachelor’s degree,Data Analyst,Government/Public Service,Mid,50K - 100K, Kaggle Notebooks
22089,40-44,Man,Australia,Some college/university study without earning a bachelor’s degree,Data Analyst,Government/Public Service,Mid,50K - 100K,Colab Notebooks
22089,40-44,Man,Australia,Some college/university study without earning a bachelor’s degree,Data Analyst,Government/Public Service,Mid,50K - 100K, Binder / JupyterHub 
22111,22-24,Man,India,Bachelor’s degree,Data Analyst,,Junior,,Colab Notebooks
22124,40-44,Man,Mexico,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Colab Notebooks
22124,40-44,Man,Mexico,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Google Cloud Datalab
22133,25-29,Woman,South Korea,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Kaggle Notebooks
22133,25-29,Woman,South Korea,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Paperspace / Gradient 
22169,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,,Mid,, Kaggle Notebooks
22187,30-34,Woman,India,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K,Other
22199,25-29,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K, Kaggle Notebooks
22199,25-29,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K, Zeppelin / Zepl Notebooks 
22215,25-29,Man,Kenya,Bachelor’s degree,Data Analyst,,Mid,, Kaggle Notebooks
22235,50-54,Woman,United States of America,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Other
22237,30-34,Man,India,No formal education past high school,Business Analyst,Accounting/Finance,Junior,< 25K, Zeppelin / Zepl Notebooks 
22247,25-29,Woman,India,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K, Kaggle Notebooks
22247,25-29,Woman,India,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K,Colab Notebooks
22247,25-29,Woman,India,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K,Other
22298,30-34,Man,Turkey,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
22309,22-24,Woman,Belarus,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,25K - 50K, Kaggle Notebooks
22309,22-24,Woman,Belarus,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,25K - 50K,Colab Notebooks
22316,18-21,Man,Egypt,Some college/university study without earning a bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 25K,Google Cloud Datalab
22319,25-29,Man,Japan,Bachelor’s degree,Data Analyst,,Mid,,Colab Notebooks
22320,35-39,Man,Nigeria,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 25K, Kaggle Notebooks
22326,40-44,Man,Australia,Doctoral degree,Data Analyst,Accounting/Finance,Senior+,100K - 200K,Other
22360,60-69,Man,Japan,Bachelor’s degree,Data Analyst,Academics/Education,Junior,25K - 50K, Kaggle Notebooks
22360,60-69,Man,Japan,Bachelor’s degree,Data Analyst,Academics/Education,Junior,25K - 50K,Google Cloud Notebooks (AI Platform / Vertex AI) 
22379,35-39,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Colab Notebooks
22379,35-39,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, Binder / JupyterHub 
22379,35-39,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, IBM Watson Studio 
22382,25-29,Man,Turkey,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Senior,< 25K, IBM Watson Studio 
22384,40-44,Man,Italy,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,< 25K, Kaggle Notebooks
22384,40-44,Man,Italy,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,< 25K,Colab Notebooks
22407,25-29,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, Kaggle Notebooks
22407,25-29,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Google Cloud Datalab
22410,45-49,Man,Spain,Master’s degree,Business Analyst,Accounting/Finance,Mid,25K - 50K, Kaggle Notebooks
22410,45-49,Man,Spain,Master’s degree,Business Analyst,Accounting/Finance,Mid,25K - 50K, Binder / JupyterHub 
22414,22-24,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Mid,< 25K, Kaggle Notebooks
22414,22-24,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Mid,< 25K, Databricks Collaborative Notebooks 
22429,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Binder / JupyterHub 
22445,22-24,Man,Egypt,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K,Colab Notebooks
22445,22-24,Man,Egypt,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K, IBM Watson Studio 
22463,25-29,Woman,Brazil,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
22483,25-29,Man,Turkey,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Kaggle Notebooks
22483,25-29,Man,Turkey,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Colab Notebooks
22487,50-54,Man,Ecuador,Master’s degree,Business Analyst,Retail/Sales,Junior,50K - 100K,Colab Notebooks
22496,30-34,Man,Russia,Master’s degree,Data Analyst,Energy/Mining,Mid,< 25K, Kaggle Notebooks
22496,30-34,Man,Russia,Master’s degree,Data Analyst,Energy/Mining,Mid,< 25K,Colab Notebooks
22511,35-39,Woman,Portugal,Doctoral degree,Data Analyst,Other,Senior+,25K - 50K, Kaggle Notebooks
22511,35-39,Woman,Portugal,Doctoral degree,Data Analyst,Other,Senior+,25K - 50K,Colab Notebooks
22529,22-24,Man,Colombia,Bachelor’s degree,Data Analyst,Other,Mid,< 25K, Amazon EMR Notebooks 
22545,45-49,Man,France,Master’s degree,Data Analyst,,Junior,, Kaggle Notebooks
22545,45-49,Man,France,Master’s degree,Data Analyst,,Junior,,Colab Notebooks
22545,45-49,Man,France,Master’s degree,Data Analyst,,Junior,,Azure Notebooks
22545,45-49,Man,France,Master’s degree,Data Analyst,,Junior,, Amazon EMR Notebooks 
22545,45-49,Man,France,Master’s degree,Data Analyst,,Junior,,Google Cloud Datalab
22545,45-49,Man,France,Master’s degree,Data Analyst,,Junior,, Databricks Collaborative Notebooks 
22545,45-49,Man,France,Master’s degree,Data Analyst,,Junior,, Zeppelin / Zepl Notebooks 
22550,30-34,Man,Indonesia,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,< 25K, Kaggle Notebooks
22550,30-34,Man,Indonesia,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,< 25K,Colab Notebooks
22550,30-34,Man,Indonesia,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,< 25K, Binder / JupyterHub 
22551,35-39,Man,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Senior+,< 25K, Kaggle Notebooks
22551,35-39,Man,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Senior+,< 25K,Azure Notebooks
22593,18-21,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,< 25K, Kaggle Notebooks
22593,18-21,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,Colab Notebooks
22632,22-24,Man,South Korea,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Junior,< 25K, Kaggle Notebooks
22632,22-24,Man,South Korea,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Junior,< 25K,Colab Notebooks
22642,50-54,Man,Russia,Master’s degree,Data Analyst,Computers/Technology,Senior+,25K - 50K, Amazon Sagemaker Studio Notebooks 
22643,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,100K - 200K,Colab Notebooks
22649,18-21,Man,Other,Some college/university study without earning a bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,Azure Notebooks
22650,45-49,Man,Japan,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,< 25K,Colab Notebooks
22651,45-49,Man,Brazil,Master’s degree,Data Analyst,Energy/Mining,Senior+,25K - 50K,Colab Notebooks
22651,45-49,Man,Brazil,Master’s degree,Data Analyst,Energy/Mining,Senior+,25K - 50K,Azure Notebooks
22686,22-24,Woman,Viet Nam,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K, Kaggle Notebooks
22686,22-24,Woman,Viet Nam,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Colab Notebooks
22748,30-34,Man,Brazil,Bachelor’s degree,Business Analyst,Other,Junior,< 25K, Kaggle Notebooks
22748,30-34,Man,Brazil,Bachelor’s degree,Business Analyst,Other,Junior,< 25K,Colab Notebooks
22786,60-69,Man,Morocco,Doctoral degree,Business Analyst,Other,Senior,< 25K, Kaggle Notebooks
22790,22-24,Woman,India,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K, Kaggle Notebooks
22790,22-24,Woman,India,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Azure Notebooks
22790,22-24,Woman,India,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Google Cloud Datalab
22808,45-49,Woman,India,Doctoral degree,Data Analyst,,Senior+,,Other
22848,25-29,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K, Kaggle Notebooks
22848,25-29,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Colab Notebooks
22848,25-29,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K, Binder / JupyterHub 
22857,25-29,Man,Mexico,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K,Colab Notebooks
22860,25-29,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Kaggle Notebooks
22860,25-29,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Google Cloud Datalab
22861,22-24,Woman,Russia,Bachelor’s degree,Data Analyst,Academics/Education,Junior,,Colab Notebooks
22861,22-24,Woman,Russia,Bachelor’s degree,Data Analyst,Academics/Education,Junior,, IBM Watson Studio 
22871,25-29,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Colab Notebooks
22892,25-29,Woman,South Korea,I prefer not to answer,Data Analyst,Other,Junior,< 25K, Kaggle Notebooks
22894,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,,Junior,, Kaggle Notebooks
22894,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,,Junior,,Azure Notebooks
22894,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,,Junior,, IBM Watson Studio 
22894,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,,Junior,,Google Cloud Notebooks (AI Platform / Vertex AI) 
22894,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,,Junior,,Google Cloud Datalab
22903,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Azure Notebooks
22903,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Google Cloud Datalab
22907,22-24,Man,India,Bachelor’s degree,Data Analyst,,Junior,, Binder / JupyterHub 
22919,60-69,Man,United States of America,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K,Colab Notebooks
22919,60-69,Man,United States of America,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
22919,60-69,Man,United States of America,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K,Google Cloud Datalab
22921,30-34,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,50K - 100K,Colab Notebooks
22923,25-29,Man,Italy,Master’s degree,Data Analyst,Marketing/CRM,Mid,25K - 50K, Kaggle Notebooks
22923,25-29,Man,Italy,Master’s degree,Data Analyst,Marketing/CRM,Mid,25K - 50K,Colab Notebooks
22927,50-54,Man,Pakistan,Bachelor’s degree,Business Analyst,Broadcasting/Communications,Junior,< 25K,Azure Notebooks
22931,25-29,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,Colab Notebooks
22948,18-21,Man,Ukraine,I prefer not to answer,Data Analyst,Computers/Technology,Junior,, Amazon Sagemaker Studio Notebooks 
22948,18-21,Man,Ukraine,I prefer not to answer,Data Analyst,Computers/Technology,Junior,,Google Cloud Notebooks (AI Platform / Vertex AI) 
22948,18-21,Man,Ukraine,I prefer not to answer,Data Analyst,Computers/Technology,Junior,,Google Cloud Datalab
22951,25-29,Woman,Nigeria,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,Colab Notebooks
22988,30-34,Man,Japan,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Colab Notebooks
22993,22-24,Man,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K, Kaggle Notebooks
22993,22-24,Man,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Colab Notebooks
22996,22-24,Man,Nigeria,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Google Cloud Datalab
22997,25-29,Woman,Indonesia,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, Kaggle Notebooks
23016,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Broadcasting/Communications,Senior+,50K - 100K,Colab Notebooks
23018,18-21,Woman,China,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Other
23027,22-24,Man,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K, Kaggle Notebooks
23027,22-24,Man,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Colab Notebooks
23043,25-29,Woman,Spain,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, IBM Watson Studio 
23074,25-29,Man,Kenya,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K, Kaggle Notebooks
23078,50-54,Man,India,Master’s degree,Business Analyst,Energy/Mining,Junior,25K - 50K,Colab Notebooks
23078,50-54,Man,India,Master’s degree,Business Analyst,Energy/Mining,Junior,25K - 50K, Binder / JupyterHub 
23089,25-29,Woman,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,, Kaggle Notebooks
23096,22-24,Woman,Ukraine,Master’s degree,Data Analyst,Broadcasting/Communications,Mid,< 25K,Colab Notebooks
23110,35-39,Woman,United States of America,Master’s degree,Data Analyst,Computers/Technology,Senior,100K - 200K, Kaggle Notebooks
23110,35-39,Woman,United States of America,Master’s degree,Data Analyst,Computers/Technology,Senior,100K - 200K,Colab Notebooks
23110,35-39,Woman,United States of America,Master’s degree,Data Analyst,Computers/Technology,Senior,100K - 200K, Databricks Collaborative Notebooks 
23114,45-49,Man,United States of America,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,50K - 100K, Binder / JupyterHub 
23118,25-29,Man,China,Master’s degree,Data Analyst,Computers/Technology,Mid,25K - 50K, Kaggle Notebooks
23125,25-29,Woman,United States of America,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K,Azure Notebooks
23125,25-29,Woman,United States of America,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K, IBM Watson Studio 
23127,25-29,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K, Amazon Sagemaker Studio Notebooks 
23152,45-49,Man,Saudi Arabia,Bachelor’s degree,Data Analyst,Computers/Technology,Senior+,50K - 100K,Other
23156,35-39,Woman,Russia,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Google Cloud Datalab
23159,25-29,Man,India,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K, Kaggle Notebooks
23159,25-29,Man,India,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Colab Notebooks
23159,25-29,Man,India,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
23162,22-24,Man,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K, Kaggle Notebooks
23162,22-24,Man,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Colab Notebooks
23170,25-29,Woman,India,Master’s degree,Business Analyst,Shipping/Transportation,Junior,25K - 50K,Colab Notebooks
23173,22-24,Man,Other,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K, Kaggle Notebooks
23173,22-24,Man,Other,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Colab Notebooks
23177,25-29,Man,Kenya,Bachelor’s degree,Data Analyst,,Junior,,Google Cloud Notebooks (AI Platform / Vertex AI) 
23188,30-34,Man,India,Bachelor’s degree,Data Analyst,Shipping/Transportation,Senior+,50K - 100K, Kaggle Notebooks
23201,35-39,Man,Egypt,I prefer not to answer,Data Analyst,Other,Junior,< 25K, Kaggle Notebooks
23201,35-39,Man,Egypt,I prefer not to answer,Data Analyst,Other,Junior,< 25K,Colab Notebooks
23221,60-69,Man,Italy,No formal education past high school,Business Analyst,Insurance/Risk Assessment,Senior+,25K - 50K, Kaggle Notebooks
23225,18-21,Man,India,Master’s degree,Data Analyst,,Junior,, Kaggle Notebooks
23225,18-21,Man,India,Master’s degree,Data Analyst,,Junior,, IBM Watson Studio 
23281,30-34,Woman,Israel,Bachelor’s degree,Data Analyst,Shipping/Transportation,Junior,, Kaggle Notebooks
23281,30-34,Woman,Israel,Bachelor’s degree,Data Analyst,Shipping/Transportation,Junior,,Azure Notebooks
23281,30-34,Woman,Israel,Bachelor’s degree,Data Analyst,Shipping/Transportation,Junior,, IBM Watson Studio 
23292,30-34,Man,South Korea,Doctoral degree,Data Analyst,Broadcasting/Communications,Junior,< 25K, Code Ocean 
23292,30-34,Man,South Korea,Doctoral degree,Data Analyst,Broadcasting/Communications,Junior,< 25K, Amazon EMR Notebooks 
23292,30-34,Man,South Korea,Doctoral degree,Data Analyst,Broadcasting/Communications,Junior,< 25K,Google Cloud Datalab
23337,40-44,Woman,Japan,Bachelor’s degree,Data Analyst,Marketing/CRM,Senior+,< 25K,Google Cloud Datalab
23337,40-44,Woman,Japan,Bachelor’s degree,Data Analyst,Marketing/CRM,Senior+,< 25K,Other
23341,30-34,Man,Singapore,Master’s degree,Data Analyst,Non-profit/Service,Mid,, Kaggle Notebooks
23344,35-39,Woman,Taiwan,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K, Amazon Sagemaker Studio Notebooks 
23352,22-24,Man,Bangladesh,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K, Kaggle Notebooks
23352,22-24,Man,Bangladesh,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
23359,25-29,Man,India,I prefer not to answer,Data Analyst,Medical/Pharmaceutical,Junior,< 25K, Kaggle Notebooks
23359,25-29,Man,India,I prefer not to answer,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Colab Notebooks
23422,30-34,Man,Brazil,Bachelor’s degree,Data Analyst,Other,Mid,< 25K,Colab Notebooks
23423,30-34,Man,Other,Bachelor’s degree,Business Analyst,Government/Public Service,Junior,< 25K,Colab Notebooks
23423,30-34,Man,Other,Bachelor’s degree,Business Analyst,Government/Public Service,Junior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
23449,35-39,Man,Brazil,Bachelor’s degree,Data Analyst,Government/Public Service,Senior+,< 25K, Kaggle Notebooks
23449,35-39,Man,Brazil,Bachelor’s degree,Data Analyst,Government/Public Service,Senior+,< 25K,Colab Notebooks
23457,18-21,Man,Nigeria,Some college/university study without earning a bachelor’s degree,Data Analyst,,Junior,, Kaggle Notebooks
23473,22-24,Man,United States of America,Master’s degree,Business Analyst,Academics/Education,Junior,, Kaggle Notebooks
23473,22-24,Man,United States of America,Master’s degree,Business Analyst,Academics/Education,Junior,, Amazon EMR Notebooks 
23492,50-54,Man,Brazil,I prefer not to answer,Business Analyst,Insurance/Risk Assessment,Senior+,< 25K,Colab Notebooks
23501,22-24,Woman,Other,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K, Kaggle Notebooks
23501,22-24,Woman,Other,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Colab Notebooks
23501,22-24,Woman,Other,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K, Binder / JupyterHub 
23501,22-24,Woman,Other,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K, Amazon Sagemaker Studio Notebooks 
23503,25-29,Man,Germany,Master’s degree,Business Analyst,,Junior,, Kaggle Notebooks
23516,30-34,Man,Brazil,Master’s degree,Business Analyst,Energy/Mining,Mid,25K - 50K,Google Cloud Datalab
23524,18-21,Woman,Thailand,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 25K, Kaggle Notebooks
23524,18-21,Woman,Thailand,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 25K,Colab Notebooks
23563,55-59,Man,Japan,Some college/university study without earning a bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Colab Notebooks
23564,45-49,Man,Italy,No formal education past high school,Business Analyst,Online Service/Internet-based Services,Mid,< 25K, Kaggle Notebooks
23564,45-49,Man,Italy,No formal education past high school,Business Analyst,Online Service/Internet-based Services,Mid,< 25K, IBM Watson Studio 
23581,18-21,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K, Kaggle Notebooks
23581,18-21,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Colab Notebooks
23596,22-24,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Binder / JupyterHub 
23598,30-34,Man,United States of America,Master’s degree,Data Analyst,Academics/Education,Mid,< 25K,Colab Notebooks
23610,22-24,Woman,Other,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Kaggle Notebooks
23610,22-24,Woman,Other,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Colab Notebooks
23618,30-34,Man,Brazil,Bachelor’s degree,Data Analyst,Retail/Sales,Senior,< 25K,Colab Notebooks
23734,22-24,Man,India,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Colab Notebooks
23736,22-24,Man,United States of America,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K, Deepnote Notebooks 
23750,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Binder / JupyterHub 
23750,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Amazon EMR Notebooks 
23756,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,25K - 50K,Colab Notebooks
23761,18-21,Man,India,Bachelor’s degree,Data Analyst,,Junior,, Kaggle Notebooks
23761,18-21,Man,India,Bachelor’s degree,Data Analyst,,Junior,, Binder / JupyterHub 
23761,18-21,Man,India,Bachelor’s degree,Data Analyst,,Junior,,Google Cloud Datalab
23774,22-24,Man,United States of America,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Colab Notebooks
23775,50-54,Man,India,Doctoral degree,Business Analyst,Academics/Education,Junior,50K - 100K,Colab Notebooks
23790,22-24,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K, Kaggle Notebooks
23801,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, Kaggle Notebooks
23801,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Colab Notebooks
23811,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Analyst,Marketing/CRM,Senior+,50K - 100K, Kaggle Notebooks
23811,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Analyst,Marketing/CRM,Senior+,50K - 100K,Colab Notebooks
23811,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Analyst,Marketing/CRM,Senior+,50K - 100K, Databricks Collaborative Notebooks 
23842,25-29,Man,Tunisia,Master’s degree,Data Analyst,Academics/Education,Mid,,Google Cloud Notebooks (AI Platform / Vertex AI) 
23848,18-21,Man,Other,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Colab Notebooks
23848,18-21,Man,Other,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K, Deepnote Notebooks 
23854,50-54,Man,Germany,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,100K - 200K, Kaggle Notebooks
23854,50-54,Man,Germany,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,100K - 200K,Colab Notebooks
23854,50-54,Man,Germany,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,100K - 200K,Other
23860,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K, Kaggle Notebooks
23860,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Colab Notebooks
23860,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Google Cloud Datalab
23879,35-39,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Colab Notebooks
23879,35-39,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Azure Notebooks
23887,22-24,Man,Brazil,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K, Kaggle Notebooks
23887,22-24,Man,Brazil,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Colab Notebooks
23899,35-39,Man,Brazil,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Kaggle Notebooks
23899,35-39,Man,Brazil,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Colab Notebooks
23899,35-39,Man,Brazil,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Azure Notebooks
23899,35-39,Man,Brazil,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Code Ocean 
23899,35-39,Man,Brazil,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, IBM Watson Studio 
23899,35-39,Man,Brazil,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Amazon Sagemaker Studio Notebooks 
23899,35-39,Man,Brazil,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Amazon EMR Notebooks 
