index,age,gender,country,education,role,field,cat_experience,cat_salary,courses_unido
23999,40-44,Man,Italy,Master’s degree,Business Analyst,Shipping/Transportation,Mid,50K - 100K,University Courses (resulting in a university degree)
24008,25-29,Man,Brazil,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Coursera
24008,25-29,Man,Brazil,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Udemy
24010,22-24,Woman,India,Master’s degree,Data Analyst,Academics/Education,Senior,< 25K,Kaggle Learn Courses
24010,22-24,Woman,India,Master’s degree,Data Analyst,Academics/Education,Senior,< 25K,Fast.ai
24010,22-24,Woman,India,Master’s degree,Data Analyst,Academics/Education,Senior,< 25K,University Courses (resulting in a university degree)
24011,25-29,Man,Egypt,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Coursera
24011,25-29,Man,Egypt,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,DataCamp
24011,25-29,Man,Egypt,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Udacity
24014,40-44,Man,Other,Professional doctorate,Data Analyst,Online Service/Internet-based Services,Senior,50K - 100K,Coursera
24014,40-44,Man,Other,Professional doctorate,Data Analyst,Online Service/Internet-based Services,Senior,50K - 100K,edX
24014,40-44,Man,Other,Professional doctorate,Data Analyst,Online Service/Internet-based Services,Senior,50K - 100K,Udemy
24014,40-44,Man,Other,Professional doctorate,Data Analyst,Online Service/Internet-based Services,Senior,50K - 100K,LinkedIn Learning
24014,40-44,Man,Other,Professional doctorate,Data Analyst,Online Service/Internet-based Services,Senior,50K - 100K,University Courses (resulting in a university degree)
24022,30-34,Man,United States of America,Bachelor’s degree,Business Analyst,Academics/Education,Mid,50K - 100K,Coursera
24022,30-34,Man,United States of America,Bachelor’s degree,Business Analyst,Academics/Education,Mid,50K - 100K,Kaggle Learn Courses
24022,30-34,Man,United States of America,Bachelor’s degree,Business Analyst,Academics/Education,Mid,50K - 100K,DataCamp
24022,30-34,Man,United States of America,Bachelor’s degree,Business Analyst,Academics/Education,Mid,50K - 100K,Udacity
24049,35-39,Prefer not to say,China,Master’s degree,Business Analyst,Manufacturing/Fabrication,Sin experiencia,< 25K,LinkedIn Learning
24053,30-34,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Retail/Sales,Senior+,50K - 100K,Kaggle Learn Courses
24053,30-34,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Retail/Sales,Senior+,50K - 100K,DataCamp
24053,30-34,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Retail/Sales,Senior+,50K - 100K,LinkedIn Learning
24056,22-24,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,Udemy
24072,25-29,Woman,Kenya,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Udacity
24085,35-39,Man,China,Master’s degree,Business Analyst,Accounting/Finance,Senior+,< 25K,Coursera
24085,35-39,Man,China,Master’s degree,Business Analyst,Accounting/Finance,Senior+,< 25K,edX
24085,35-39,Man,China,Master’s degree,Business Analyst,Accounting/Finance,Senior+,< 25K,Kaggle Learn Courses
24085,35-39,Man,China,Master’s degree,Business Analyst,Accounting/Finance,Senior+,< 25K,University Courses (resulting in a university degree)
24091,22-24,Man,Russia,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,< 25K,Coursera
24091,22-24,Man,Russia,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,< 25K,Kaggle Learn Courses
24091,22-24,Man,Russia,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,< 25K,University Courses (resulting in a university degree)
24095,45-49,Man,Viet Nam,Doctoral degree,Business Analyst,Non-profit/Service,Junior,< 25K,Coursera
24108,30-34,Woman,United States of America,Master’s degree,Data Analyst,Academics/Education,Senior,50K - 100K,Coursera
24108,30-34,Woman,United States of America,Master’s degree,Data Analyst,Academics/Education,Senior,50K - 100K,edX
24108,30-34,Woman,United States of America,Master’s degree,Data Analyst,Academics/Education,Senior,50K - 100K,Kaggle Learn Courses
24108,30-34,Woman,United States of America,Master’s degree,Data Analyst,Academics/Education,Senior,50K - 100K,DataCamp
24111,22-24,Man,Brazil,Some college/university study without earning a bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K,Coursera
24111,22-24,Man,Brazil,Some college/university study without earning a bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K,edX
24111,22-24,Man,Brazil,Some college/university study without earning a bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K,Udacity
24111,22-24,Man,Brazil,Some college/university study without earning a bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K,Udemy
24136,30-34,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Other
24154,40-44,Man,Romania,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Mid,> 200K,Coursera
24154,40-44,Man,Romania,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Mid,> 200K,Kaggle Learn Courses
24155,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Coursera
24155,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,edX
24155,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,DataCamp
24155,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Udacity
24155,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Udemy
24155,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,LinkedIn Learning
24161,25-29,Woman,United States of America,Bachelor’s degree,Business Analyst,Online Business/Internet-based Sales,Mid,50K - 100K,Kaggle Learn Courses
24161,25-29,Woman,United States of America,Bachelor’s degree,Business Analyst,Online Business/Internet-based Sales,Mid,50K - 100K,University Courses (resulting in a university degree)
24183,35-39,Man,Mexico,Some college/university study without earning a bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 25K,University Courses (resulting in a university degree)
24184,25-29,Woman,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Coursera
24184,25-29,Woman,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Kaggle Learn Courses
24184,25-29,Woman,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,University Courses (resulting in a university degree)
24184,25-29,Woman,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Other
24206,35-39,Man,Colombia,Master’s degree,Data Analyst,Academics/Education,Senior,< 25K,Coursera
24206,35-39,Man,Colombia,Master’s degree,Data Analyst,Academics/Education,Senior,< 25K,Kaggle Learn Courses
24206,35-39,Man,Colombia,Master’s degree,Data Analyst,Academics/Education,Senior,< 25K,DataCamp
24206,35-39,Man,Colombia,Master’s degree,Data Analyst,Academics/Education,Senior,< 25K,Udemy
24238,30-34,Man,Kenya,Master’s degree,Data Analyst,Non-profit/Service,Mid,50K - 100K,DataCamp
24238,30-34,Man,Kenya,Master’s degree,Data Analyst,Non-profit/Service,Mid,50K - 100K,Udacity
24238,30-34,Man,Kenya,Master’s degree,Data Analyst,Non-profit/Service,Mid,50K - 100K,University Courses (resulting in a university degree)
24240,40-44,Woman,Netherlands,Some college/university study without earning a bachelor’s degree,Business Analyst,Broadcasting/Communications,Junior,50K - 100K,Udemy
24242,30-34,Man,Argentina,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Coursera
24242,30-34,Man,Argentina,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,LinkedIn Learning
24262,22-24,Man,Turkey,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Coursera
24262,22-24,Man,Turkey,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,edX
24262,22-24,Man,Turkey,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Kaggle Learn Courses
24262,22-24,Man,Turkey,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,DataCamp
24262,22-24,Man,Turkey,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Udemy
24276,35-39,Man,United States of America,Doctoral degree,Data Analyst,Manufacturing/Fabrication,Senior,100K - 200K,Coursera
24276,35-39,Man,United States of America,Doctoral degree,Data Analyst,Manufacturing/Fabrication,Senior,100K - 200K,Kaggle Learn Courses
24285,22-24,Man,Thailand,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Coursera
24285,22-24,Man,Thailand,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Kaggle Learn Courses
24303,25-29,Woman,Poland,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior,25K - 50K,Coursera
24303,25-29,Woman,Poland,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior,25K - 50K,edX
24303,25-29,Woman,Poland,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior,25K - 50K,Kaggle Learn Courses
24303,25-29,Woman,Poland,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior,25K - 50K,DataCamp
24306,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,50K - 100K,Coursera
24306,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,50K - 100K,Udemy
24330,35-39,Man,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,edX
24330,35-39,Man,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Other
24332,18-21,Man,Brazil,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Coursera
24332,18-21,Man,Brazil,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Udacity
24339,45-49,Man,Belarus,No formal education past high school,Data Analyst,Broadcasting/Communications,Senior+,< 25K,Other
24340,22-24,Man,Brazil,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Coursera
24340,22-24,Man,Brazil,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Kaggle Learn Courses
24399,25-29,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Sin experiencia,< 25K,Kaggle Learn Courses
24399,25-29,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Sin experiencia,< 25K,Fast.ai
24399,25-29,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Sin experiencia,< 25K,Udacity
24403,45-49,Man,Australia,Master’s degree,Data Analyst,Other,Junior,100K - 200K,DataCamp
24403,45-49,Man,Australia,Master’s degree,Data Analyst,Other,Junior,100K - 200K,Udemy
24403,45-49,Man,Australia,Master’s degree,Data Analyst,Other,Junior,100K - 200K,LinkedIn Learning
24403,45-49,Man,Australia,Master’s degree,Data Analyst,Other,Junior,100K - 200K,Other
24420,70+,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Government/Public Service,Senior+,50K - 100K,Udemy
24431,22-24,Man,Russia,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K,Udemy
24438,30-34,Man,Singapore,Master’s degree,Business Analyst,Broadcasting/Communications,Junior,50K - 100K,Kaggle Learn Courses
24438,30-34,Man,Singapore,Master’s degree,Business Analyst,Broadcasting/Communications,Junior,50K - 100K,DataCamp
24438,30-34,Man,Singapore,Master’s degree,Business Analyst,Broadcasting/Communications,Junior,50K - 100K,University Courses (resulting in a university degree)
24444,30-34,Woman,South Africa,Bachelor’s degree,Business Analyst,Retail/Sales,Sin experiencia,25K - 50K,Coursera
24444,30-34,Woman,South Africa,Bachelor’s degree,Business Analyst,Retail/Sales,Sin experiencia,25K - 50K,Kaggle Learn Courses
24444,30-34,Woman,South Africa,Bachelor’s degree,Business Analyst,Retail/Sales,Sin experiencia,25K - 50K,Other
24457,25-29,Woman,Ukraine,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,Coursera
24457,25-29,Woman,Ukraine,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,Udemy
24457,25-29,Woman,Ukraine,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,LinkedIn Learning
24498,30-34,Man,India,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,Udemy
24514,22-24,Man,China,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,LinkedIn Learning
24521,55-59,Man,Mexico,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Senior,< 25K,Kaggle Learn Courses
24521,55-59,Man,Mexico,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Senior,< 25K,DataCamp
24521,55-59,Man,Mexico,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Senior,< 25K,Udacity
24521,55-59,Man,Mexico,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Senior,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
24524,30-34,Man,Russia,No formal education past high school,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Kaggle Learn Courses
24552,50-54,Man,Portugal,Professional doctorate,Data Analyst,Medical/Pharmaceutical,Senior+,25K - 50K,Coursera
24552,50-54,Man,Portugal,Professional doctorate,Data Analyst,Medical/Pharmaceutical,Senior+,25K - 50K,Kaggle Learn Courses
24566,22-24,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Udemy
24570,35-39,Man,South Africa,Master’s degree,Data Analyst,Accounting/Finance,Senior+,50K - 100K,Kaggle Learn Courses
24574,40-44,Man,India,Bachelor’s degree,Business Analyst,Government/Public Service,Junior,25K - 50K,edX
24574,40-44,Man,India,Bachelor’s degree,Business Analyst,Government/Public Service,Junior,25K - 50K,Kaggle Learn Courses
24585,22-24,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,Kaggle Learn Courses
24585,22-24,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,Udemy
24589,35-39,Man,South Korea,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K,Kaggle Learn Courses
24589,35-39,Man,South Korea,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K,Udemy
24598,18-21,Man,India,Master’s degree,Data Analyst,Other,Junior,< 25K,Coursera
24605,30-34,Woman,Other,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,25K - 50K,Coursera
24605,30-34,Woman,Other,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,25K - 50K,Kaggle Learn Courses
24605,30-34,Woman,Other,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,25K - 50K,Udemy
24605,30-34,Woman,Other,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,25K - 50K,University Courses (resulting in a university degree)
24606,50-54,Man,United States of America,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,100K - 200K,Coursera
24606,50-54,Man,United States of America,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,100K - 200K,edX
24606,50-54,Man,United States of America,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,100K - 200K,Kaggle Learn Courses
24606,50-54,Man,United States of America,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,100K - 200K,Udacity
24606,50-54,Man,United States of America,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,100K - 200K,Udemy
24624,40-44,Man,Singapore,Doctoral degree,Data Analyst,Computers/Technology,Mid,100K - 200K,Coursera
24624,40-44,Man,Singapore,Doctoral degree,Data Analyst,Computers/Technology,Mid,100K - 200K,Kaggle Learn Courses
24624,40-44,Man,Singapore,Doctoral degree,Data Analyst,Computers/Technology,Mid,100K - 200K,Fast.ai
24624,40-44,Man,Singapore,Doctoral degree,Data Analyst,Computers/Technology,Mid,100K - 200K,Udemy
24628,22-24,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Coursera
24628,22-24,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,DataCamp
24638,22-24,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Kaggle Learn Courses
24638,22-24,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Udemy
24638,22-24,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,LinkedIn Learning
24648,35-39,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior+,< 25K,Other
24654,45-49,Man,Singapore,Bachelor’s degree,Data Analyst,Computers/Technology,Senior+,100K - 200K,Coursera
24654,45-49,Man,Singapore,Bachelor’s degree,Data Analyst,Computers/Technology,Senior+,100K - 200K,LinkedIn Learning
24654,45-49,Man,Singapore,Bachelor’s degree,Data Analyst,Computers/Technology,Senior+,100K - 200K,University Courses (resulting in a university degree)
24659,30-34,Man,Ukraine,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,DataCamp
24659,30-34,Man,Ukraine,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
24663,30-34,Woman,Australia,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,50K - 100K,Coursera
24663,30-34,Woman,Australia,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,50K - 100K,edX
24663,30-34,Woman,Australia,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,50K - 100K,Kaggle Learn Courses
24669,25-29,Woman,India,Bachelor’s degree,Business Analyst,Computers/Technology,Sin experiencia,< 25K,Coursera
24669,25-29,Woman,India,Bachelor’s degree,Business Analyst,Computers/Technology,Sin experiencia,< 25K,edX
24669,25-29,Woman,India,Bachelor’s degree,Business Analyst,Computers/Technology,Sin experiencia,< 25K,DataCamp
24671,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Udacity
24671,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K,University Courses (resulting in a university degree)
24671,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Other
24689,25-29,Man,Kenya,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Coursera
24689,25-29,Man,Kenya,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Kaggle Learn Courses
24689,25-29,Man,Kenya,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Other
24691,60-69,Prefer not to say,United States of America,I prefer not to answer,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 25K,Coursera
24691,60-69,Prefer not to say,United States of America,I prefer not to answer,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 25K,Udemy
24694,30-34,Woman,India,Master’s degree,Data Analyst,Medical/Pharmaceutical,Senior,< 25K,Coursera
24694,30-34,Woman,India,Master’s degree,Data Analyst,Medical/Pharmaceutical,Senior,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
24703,22-24,Man,Kenya,Master’s degree,Business Analyst,Accounting/Finance,Mid,< 25K,Coursera
24707,35-39,Man,India,Master’s degree,Data Analyst,Other,Junior,< 25K,edX
24707,35-39,Man,India,Master’s degree,Data Analyst,Other,Junior,< 25K,DataCamp
24707,35-39,Man,India,Master’s degree,Data Analyst,Other,Junior,< 25K,Udemy
24707,35-39,Man,India,Master’s degree,Data Analyst,Other,Junior,< 25K,Other
24724,22-24,Man,Turkey,Master’s degree,Data Analyst,Accounting/Finance,Junior,50K - 100K,Coursera
24724,22-24,Man,Turkey,Master’s degree,Data Analyst,Accounting/Finance,Junior,50K - 100K,Kaggle Learn Courses
24724,22-24,Man,Turkey,Master’s degree,Data Analyst,Accounting/Finance,Junior,50K - 100K,Udemy
24726,22-24,Man,Canada,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,Coursera
24726,22-24,Man,Canada,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,Kaggle Learn Courses
24726,22-24,Man,Canada,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,Other
24733,40-44,Woman,France,Doctoral degree,Data Analyst,Academics/Education,Senior+,25K - 50K,Coursera
24733,40-44,Woman,France,Doctoral degree,Data Analyst,Academics/Education,Senior+,25K - 50K,edX
24733,40-44,Woman,France,Doctoral degree,Data Analyst,Academics/Education,Senior+,25K - 50K,Kaggle Learn Courses
24733,40-44,Woman,France,Doctoral degree,Data Analyst,Academics/Education,Senior+,25K - 50K,DataCamp
24735,35-39,Man,Other,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K,Kaggle Learn Courses
24735,35-39,Man,Other,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K,DataCamp
24735,35-39,Man,Other,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K,Udemy
24740,25-29,Man,Russia,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Coursera
24740,25-29,Man,Russia,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,edX
24740,25-29,Man,Russia,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Kaggle Learn Courses
24740,25-29,Man,Russia,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Udacity
24740,25-29,Man,Russia,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Udemy
24741,35-39,Man,Spain,Some college/university study without earning a bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,Kaggle Learn Courses
24741,35-39,Man,Spain,Some college/university study without earning a bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,DataCamp
24741,35-39,Man,Spain,Some college/university study without earning a bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,Udemy
24748,22-24,Woman,Other,Bachelor’s degree,Data Analyst,Academics/Education,Sin experiencia,< 25K,Coursera
24748,22-24,Woman,Other,Bachelor’s degree,Data Analyst,Academics/Education,Sin experiencia,< 25K,DataCamp
24748,22-24,Woman,Other,Bachelor’s degree,Data Analyst,Academics/Education,Sin experiencia,< 25K,Udemy
24748,22-24,Woman,Other,Bachelor’s degree,Data Analyst,Academics/Education,Sin experiencia,< 25K,LinkedIn Learning
24754,25-29,Man,United States of America,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,50K - 100K,DataCamp
24754,25-29,Man,United States of America,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,50K - 100K,LinkedIn Learning
24754,25-29,Man,United States of America,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,50K - 100K,University Courses (resulting in a university degree)
24758,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,edX
24758,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Kaggle Learn Courses
24758,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Udemy
24758,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
24789,55-59,Man,Russia,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,< 25K,Coursera
24789,55-59,Man,Russia,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,< 25K,Kaggle Learn Courses
24789,55-59,Man,Russia,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,< 25K,Udacity
24789,55-59,Man,Russia,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,< 25K,LinkedIn Learning
24789,55-59,Man,Russia,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
24796,22-24,Man,Russia,Master’s degree,Business Analyst,Retail/Sales,Junior,< 25K,Kaggle Learn Courses
24796,22-24,Man,Russia,Master’s degree,Business Analyst,Retail/Sales,Junior,< 25K,Other
24823,40-44,Man,Nigeria,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Coursera
24823,40-44,Man,Nigeria,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,edX
24823,40-44,Man,Nigeria,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Kaggle Learn Courses
24823,40-44,Man,Nigeria,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,DataCamp
24823,40-44,Man,Nigeria,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Udacity
24823,40-44,Man,Nigeria,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Udemy
24823,40-44,Man,Nigeria,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,LinkedIn Learning
24823,40-44,Man,Nigeria,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
24840,18-21,Man,Mexico,Master’s degree,Data Analyst,Energy/Mining,Mid,< 25K,Coursera
24840,18-21,Man,Mexico,Master’s degree,Data Analyst,Energy/Mining,Mid,< 25K,edX
24840,18-21,Man,Mexico,Master’s degree,Data Analyst,Energy/Mining,Mid,< 25K,Kaggle Learn Courses
24840,18-21,Man,Mexico,Master’s degree,Data Analyst,Energy/Mining,Mid,< 25K,DataCamp
24840,18-21,Man,Mexico,Master’s degree,Data Analyst,Energy/Mining,Mid,< 25K,Udacity
24840,18-21,Man,Mexico,Master’s degree,Data Analyst,Energy/Mining,Mid,< 25K,Udemy
24873,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Kaggle Learn Courses
24873,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Udacity
24873,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Udemy
24873,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,LinkedIn Learning
24873,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,University Courses (resulting in a university degree)
24882,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Coursera
24917,22-24,Man,"Iran, Islamic Republic of...",Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Coursera
24952,25-29,Woman,Russia,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Coursera
24952,25-29,Woman,Russia,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,DataCamp
24952,25-29,Woman,Russia,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,University Courses (resulting in a university degree)
24964,50-54,Man,Norway,Master’s degree,Data Analyst,Other,Senior+,100K - 200K,Kaggle Learn Courses
24964,50-54,Man,Norway,Master’s degree,Data Analyst,Other,Senior+,100K - 200K,DataCamp
24964,50-54,Man,Norway,Master’s degree,Data Analyst,Other,Senior+,100K - 200K,LinkedIn Learning
24977,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Sin experiencia,25K - 50K,Kaggle Learn Courses
24977,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Sin experiencia,25K - 50K,DataCamp
24977,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Sin experiencia,25K - 50K,Udemy
24977,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Sin experiencia,25K - 50K,LinkedIn Learning
25007,25-29,Man,Thailand,Some college/university study without earning a bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Coursera
25007,25-29,Man,Thailand,Some college/university study without earning a bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Kaggle Learn Courses
25007,25-29,Man,Thailand,Some college/university study without earning a bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,DataCamp
25007,25-29,Man,Thailand,Some college/university study without earning a bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Udacity
