index,time,age,gender
19816,650,22-24,Man
19817,325,25-29,Man
19818,3440,40-44,Man
19819,427,25-29,Woman
19820,503,18-21,Woman
19821,767,18-21,Woman
19822,718,25-29,Woman
19823,988,18-21,Woman
19824,557,30-34,Man
19825,822,30-34,Man
19826,636,30-34,Man
19827,1205,30-34,Man
19828,1046,50-54,Man
19829,6962,25-29,Man
19830,1496,40-44,Man
19831,1750,22-24,Man
19832,326,18-21,Man
19833,375,18-21,Man
19834,683,40-44,Woman
19835,512,22-24,Man
19836,611,30-34,Man
19837,338,35-39,Woman
19838,1345,25-29,Woman
19839,874,60-69,Man
19840,423,22-24,Man
19841,782,25-29,Man
19842,901,50-54,Woman
19843,266,25-29,Woman
19844,4694,25-29,Man
19845,498,22-24,Woman
19846,412702,22-24,Man
19847,698,45-49,Man
19848,560,35-39,Man
19849,248,25-29,Woman
19850,430,22-24,Man
19851,730,18-21,Man
19852,805,22-24,Man
19853,1423,35-39,Man
19854,564,30-34,Woman
19855,318,25-29,Man
19856,896,55-59,Woman
19857,849,50-54,Man
19858,2148,25-29,Man
19859,1925,25-29,Woman
19860,415,25-29,Man
19861,777,22-24,Man
19862,811,50-54,Man
19863,414,30-34,Man
19864,571,22-24,Man
19865,945,18-21,Man
19866,541,25-29,Man
19867,736,35-39,Woman
19868,297,22-24,Man
19869,2692,40-44,Woman
19870,419,45-49,Man
19871,10326,40-44,Man
19872,613,35-39,Man
19873,9673,18-21,Man
19874,590,30-34,Man
19875,1349,40-44,Man
19876,630,35-39,Man
19877,483,30-34,Man
19878,272,30-34,Man
19879,777,18-21,Man
19880,580,50-54,Man
19881,365,18-21,Man
19882,9141,45-49,Man
19883,1680,60-69,Man
19884,591,25-29,Man
19885,17810,22-24,Woman
19886,1380,35-39,Prefer not to say
19887,595,18-21,Man
19888,1394,18-21,Woman
19889,651,22-24,Man
19890,818,40-44,Man
19891,994,40-44,Man
19892,367,40-44,Woman
19893,403,45-49,Man
19894,482,22-24,Man
19895,355,22-24,Man
19896,596,25-29,Man
19897,482,25-29,Man
19898,4322,18-21,Man
19899,264,22-24,Woman
19900,401,45-49,Man
19901,165496,22-24,Man
19902,350,22-24,Prefer to self-describe
19903,781,45-49,Man
19904,1925,30-34,Man
19905,665,30-34,Man
19906,345,18-21,Woman
19907,407,18-21,Man
19908,767,45-49,Man
19909,520,22-24,Man
19910,1197,25-29,Woman
19911,238,18-21,Man
19912,1034,22-24,Man
19913,174,30-34,Man
19914,496,18-21,Man
19915,99390,40-44,Man
19916,10704,35-39,Man
19917,574,22-24,Man
19918,463,35-39,Man
19919,2258,55-59,Man
19920,550,25-29,Man
19921,630,35-39,Man
19922,1324,18-21,Prefer not to say
19923,697,40-44,Man
19924,537,22-24,Woman
19925,867,22-24,Man
19926,399,18-21,Man
19927,438,18-21,Man
19928,593,18-21,Man
19929,21636,25-29,Man
19930,339,22-24,Man
19931,409,30-34,Woman
19932,658,40-44,Man
19933,1603,50-54,Man
19934,175,22-24,Man
19935,695,22-24,Man
19936,442,60-69,Man
19937,221,25-29,Man
19938,465,30-34,Woman
19939,234,18-21,Man
19940,10777,55-59,Man
19941,3997,22-24,Man
19942,926,18-21,Man
19943,535,25-29,Man
19944,597,40-44,Man
19945,152,22-24,Man
19946,6676,25-29,Woman
19947,678,30-34,Man
19948,4422,25-29,Man
19949,447,35-39,Man
19950,8278,18-21,Man
19951,585,30-34,Man
19952,89968,45-49,Man
19953,1178,45-49,Woman
19954,417,18-21,Man
19955,970,35-39,Woman
19956,1232,50-54,Man
19957,666,25-29,Man
19958,384,25-29,Woman
19959,786,25-29,Man
19960,1852,35-39,Woman
19961,1211,30-34,Man
19962,363,50-54,Man
19963,629,22-24,Man
19964,822242,18-21,Man
19965,786,18-21,Woman
19966,380,18-21,Man
19967,412,50-54,Woman
19968,95355,40-44,Man
19969,229,18-21,Man
19970,460,18-21,Man
19971,191,18-21,Man
19972,304,25-29,Man
19973,212,22-24,Man
19974,562,22-24,Man
19975,1170,40-44,Man
19976,271,22-24,Man
19977,380,30-34,Man
19978,2461,25-29,Man
19979,546,45-49,Woman
19980,502,22-24,Man
19981,1418,30-34,Man
19982,284,18-21,Woman
19983,517,18-21,Man
19984,934,30-34,Man
19985,6057,35-39,Woman
19986,2292,30-34,Man
19987,131,18-21,Woman
19988,387,18-21,Man
19989,658,40-44,Man
19990,575,30-34,Man
19991,255,25-29,Woman
19992,868,18-21,Man
19993,630,45-49,Man
19994,243,25-29,Man
19995,1066,35-39,Prefer not to say
19996,448,18-21,Man
19997,670,40-44,Man
19998,621,35-39,Man
19999,557,22-24,Prefer not to say
20000,1856,22-24,Woman
20001,750,45-49,Man
20002,3370,25-29,Man
20003,565,40-44,Man
20004,537,18-21,Man
20005,503,55-59,Man
20006,1641,30-34,Woman
20007,483,25-29,Woman
20008,475,25-29,Man
20009,254,18-21,Man
20010,141,30-34,Woman
20011,246,18-21,Man
20012,426,45-49,Man
20013,940,25-29,Man
20014,593,35-39,Man
20015,1222,30-34,Man
20016,643422,30-34,Man
20017,1115,35-39,Man
20018,286,18-21,Man
20019,797,30-34,Man
20020,403,18-21,Man
20021,544,35-39,Man
20022,795,25-29,Woman
20023,279,18-21,Man
20024,529,25-29,Man
20025,739,40-44,Woman
20026,643,22-24,Man
20027,429,18-21,Man
20028,368,25-29,Woman
20029,1487,50-54,Man
20030,878,18-21,Woman
20031,993,35-39,Woman
20032,1028,60-69,Man
20033,706,30-34,Man
20034,1592,25-29,Man
20035,1381,22-24,Man
20036,1452,30-34,Man
20037,1340,35-39,Man
20038,426,30-34,Man
20039,1217,22-24,Woman
20040,440,18-21,Man
20041,305,22-24,Man
20042,3770,22-24,Man
20043,554,50-54,Man
20044,367,25-29,Man
20045,2691,60-69,Man
20046,640,25-29,Man
20047,259,40-44,Man
20048,580,30-34,Man
20049,390,50-54,Man
20050,659,22-24,Man
20051,501,30-34,Man
20052,289,18-21,Man
20053,1273,18-21,Woman
20054,213,18-21,Man
20055,975,50-54,Man
20056,959,22-24,Prefer not to say
20057,411,22-24,Man
20058,1185,30-34,Man
20059,393,18-21,Man
20060,619,40-44,Man
20061,449,40-44,Man
20062,921,70+,Man
20063,205,60-69,Man
20064,647,50-54,Man
20065,867,35-39,Man
20066,1020,30-34,Man
20067,453,18-21,Man
20068,861,25-29,Man
20069,868,25-29,Man
20070,422,22-24,Man
20071,3466,35-39,Man
20072,363,18-21,Woman
20073,1283,35-39,Man
20074,366,22-24,Woman
20075,815,22-24,Man
20076,521,30-34,Man
20077,881,35-39,Man
20078,635,22-24,Man
20079,773,18-21,Man
20080,901,45-49,Man
20081,329,35-39,Man
20082,198,18-21,Man
20083,430234,22-24,Man
20084,261,25-29,Man
20085,187,25-29,Woman
20086,3678,22-24,Man
20087,374,22-24,Woman
20088,436,22-24,Man
20089,408,30-34,Man
20090,20335,25-29,Man
20091,824,35-39,Woman
20092,403,22-24,Man
20093,768,25-29,Man
20094,421,22-24,Man
20095,254,30-34,Man
20096,746,35-39,Man
20097,573,25-29,Man
20098,1803,45-49,Woman
20099,1266,18-21,Man
20100,3068,22-24,Man
20101,327,25-29,Woman
20102,888,45-49,Man
20103,990,30-34,Man
20104,2304560,18-21,Man
20105,203,18-21,Man
20106,190,18-21,Man
20107,900,22-24,Man
20108,241,18-21,Woman
20109,334,18-21,Man
20110,177,22-24,Man
20111,883,30-34,Man
20112,2223205,50-54,Man
20113,5374,45-49,Man
20114,744,30-34,Man
20115,650,50-54,Man
20116,556,55-59,Woman
20117,447,22-24,Man
20118,672,45-49,Man
20119,173,18-21,Man
20120,703,30-34,Man
20121,217,22-24,Man
20122,1348,25-29,Woman
20123,379,25-29,Man
20124,179,18-21,Man
20125,345,22-24,Man
20126,3066,22-24,Man
20127,272,18-21,Woman
20128,943,25-29,Man
20129,550,25-29,Man
20130,558,18-21,Man
20131,6540,22-24,Woman
20132,644,18-21,Man
20133,249,18-21,Man
20134,549,22-24,Man
20135,435,22-24,Woman
20136,735,35-39,Man
20137,383,22-24,Man
20138,443,55-59,Woman
20139,541,22-24,Man
20140,559,25-29,Prefer not to say
20141,522,30-34,Man
20142,313,22-24,Man
20143,1979,30-34,Man
20144,851,40-44,Woman
20145,1165,25-29,Man
20146,663,40-44,Woman
20147,274,35-39,Man
20148,281,30-34,Woman
20149,6068,22-24,Man
20150,2157,22-24,Man
20151,2178,18-21,Man
20152,450,22-24,Woman
20153,236,18-21,Man
20154,694,50-54,Woman
20155,613,25-29,Woman
20156,1459,35-39,Man
20157,8350,22-24,Man
20158,763,35-39,Man
20159,412,35-39,Man
20160,936562,40-44,Woman
20161,372,18-21,Man
20162,747,30-34,Man
20163,363,22-24,Man
20164,683,30-34,Woman
20165,526,25-29,Woman
20166,1179,35-39,Man
20167,521,45-49,Man
20168,897,18-21,Man
20169,434,22-24,Man
20170,504,25-29,Man
20171,11067,30-34,Man
20172,840,30-34,Woman
20173,3015,35-39,Man
20174,853,40-44,Man
20175,756,18-21,Man
20176,2936,22-24,Man
20177,3143,45-49,Man
20178,2947,40-44,Woman
20179,4017,18-21,Man
20180,511,55-59,Man
20181,444,30-34,Woman
20182,1398,30-34,Woman
20183,746,18-21,Man
20184,939,25-29,Man
20185,1361,50-54,Man
20186,693,18-21,Woman
20187,13356,35-39,Man
20188,879,22-24,Woman
20189,166,22-24,Man
20190,643,22-24,Woman
20191,286,25-29,Man
20192,655,22-24,Man
20193,472,22-24,Man
20194,419,22-24,Man
20195,280,30-34,Man
20196,740,30-34,Man
20197,271,25-29,Man
20198,666,25-29,Man
20199,425,22-24,Woman
20200,1034,22-24,Woman
20201,1344,30-34,Man
20202,1256,40-44,Man
20203,460,22-24,Man
20204,100937,25-29,Man
20205,881,18-21,Woman
20206,327,18-21,Man
20207,599,18-21,Man
20208,2302,30-34,Man
20209,227,18-21,Man
20210,518,30-34,Man
20211,734,18-21,Woman
20212,5507,25-29,Woman
20213,259,18-21,Woman
20214,612,35-39,Man
20215,335,18-21,Man
20216,1470,70+,Man
20217,383,18-21,Man
20218,628,50-54,Man
20219,895,18-21,Man
20220,697,22-24,Man
20221,2005,18-21,Woman
20222,4612,25-29,Man
20223,685,45-49,Man
20224,784,25-29,Man
20225,937,30-34,Man
20226,2238,45-49,Man
20227,362,25-29,Man
20228,620,25-29,Woman
20229,559,22-24,Man
20230,1123,60-69,Man
20231,865,70+,Man
20232,809,22-24,Man
20233,1218,55-59,Man
20234,731,25-29,Man
20235,357,18-21,Woman
20236,544,22-24,Woman
20237,388,40-44,Man
20238,865,30-34,Man
20239,862,30-34,Man
20240,28443,40-44,Woman
20241,484,30-34,Man
20242,1993,25-29,Man
20243,144,22-24,Woman
20244,403,25-29,Man
20245,2385,22-24,Man
20246,737,40-44,Man
20247,1455,30-34,Woman
20248,1811,35-39,Man
20249,730,30-34,Man
20250,970,25-29,Man
20251,2186,30-34,Man
20252,583,25-29,Man
20253,1021,50-54,Man
20254,504,35-39,Woman
20255,600,30-34,Man
20256,216,25-29,Man
20257,545,22-24,Man
20258,143,30-34,Woman
20259,491,18-21,Prefer not to say
20260,4852,30-34,Woman
20261,698,50-54,Man
20262,2612,30-34,Man
20263,1007,25-29,Woman
20264,1235,25-29,Man
20265,773,18-21,Man
20266,314,25-29,Man
20267,289,55-59,Man
20268,200,22-24,Man
20269,217,30-34,Man
20270,537,25-29,Man
20271,471,50-54,Man
20272,236,18-21,Man
20273,395,18-21,Man
20274,651,30-34,Man
20275,940,18-21,Man
20276,348,22-24,Woman
20277,567,25-29,Man
20278,1171,45-49,Man
20279,1081,30-34,Man
20280,394,18-21,Man
20281,417,25-29,Man
20282,416,45-49,Man
20283,783,22-24,Man
20284,598,45-49,Man
20285,402,30-34,Man
20286,35325,35-39,Man
20287,515,18-21,Man
20288,1267,40-44,Man
20289,228,25-29,Man
20290,1507,55-59,Man
20291,230,25-29,Man
20292,311,22-24,Man
20293,826,22-24,Man
20294,1285,60-69,Man
20295,783,25-29,Man
20296,611,22-24,Man
20297,2446,25-29,Man
20298,322,22-24,Prefer not to say
20299,1844,25-29,Man
20300,459,18-21,Man
20301,605,35-39,Man
20302,957,40-44,Man
20303,83746,40-44,Prefer not to say
20304,973,18-21,Man
20305,782,25-29,Man
20306,264,40-44,Man
20307,856,55-59,Man
20308,524,18-21,Man
20309,2721,25-29,Man
20310,261,25-29,Man
20311,723,30-34,Man
20312,822,55-59,Man
20313,364,22-24,Man
20314,818,40-44,Man
20315,662,22-24,Man
20316,2544,18-21,Prefer not to say
20317,485,25-29,Man
20318,558,22-24,Man
20319,536,30-34,Man
20320,498,40-44,Man
20321,577,22-24,Man
20322,505,30-34,Man
20323,1100,22-24,Man
20324,1368,45-49,Man
20325,1800550,35-39,Man
20326,315,22-24,Man
20327,444,18-21,Man
20328,40585,45-49,Man
20329,1013,25-29,Man
20330,341,25-29,Man
20331,2539,30-34,Man
20332,5361,40-44,Man
20333,724,18-21,Man
20334,1111,35-39,Man
20335,702,40-44,Man
20336,1349,30-34,Man
20337,1189,30-34,Man
20338,1088,35-39,Man
20339,837,18-21,Man
20340,605,25-29,Woman
20341,527,22-24,Woman
20342,8498,30-34,Man
20343,824,25-29,Man
20344,554,22-24,Man
20345,168,18-21,Man
20346,1045,35-39,Woman
20347,571,18-21,Woman
20348,1349,40-44,Man
20349,2256,40-44,Man
20350,1591,30-34,Man
20351,1443,45-49,Man
20352,469,18-21,Woman
20353,606,35-39,Man
20354,337,18-21,Man
20355,1036,35-39,Man
20356,617,45-49,Woman
20357,521,30-34,Man
20358,397,25-29,Man
20359,299,18-21,Man
20360,576,40-44,Man
20361,7385,18-21,Man
20362,718,22-24,Man
20363,591,30-34,Man
20364,7912,30-34,Man
20365,532,30-34,Man
20366,757,30-34,Man
20367,1069,45-49,Man
20368,3216,40-44,Woman
20369,487,25-29,Man
20370,582,60-69,Man
20371,644,18-21,Man
20372,374102,40-44,Woman
20373,680,30-34,Man
20374,193,40-44,Man
20375,373,18-21,Man
20376,935,25-29,Man
20377,246,30-34,Prefer not to say
20378,516,18-21,Woman
20379,622,25-29,Woman
20380,82891,45-49,Man
20381,377,22-24,Man
20382,377,18-21,Man
20383,1128,35-39,Woman
20384,163,18-21,Man
20385,438,22-24,Man
20386,218,40-44,Man
20387,535,25-29,Man
20388,384,30-34,Woman
20389,636,30-34,Man
20390,561,40-44,Man
20391,259,40-44,Man
20392,1203,55-59,Woman
20393,1147,30-34,Man
20394,1417,22-24,Man
20395,962,25-29,Woman
20396,66560,40-44,Man
20397,1328,40-44,Woman
20398,692,30-34,Man
20399,603,18-21,Woman
20400,1016,50-54,Man
20401,420,40-44,Man
20402,207,25-29,Man
20403,354685,25-29,Man
20404,1852,35-39,Man
20405,708,22-24,Man
20406,515,40-44,Man
20407,1096,22-24,Man
20408,772,30-34,Man
20409,569,50-54,Man
20410,133,25-29,Man
20411,380,18-21,Man
20412,1148,60-69,Man
20413,620,22-24,Man
20414,5868,35-39,Prefer not to say
20415,597,40-44,Woman
20416,436,55-59,Man
20417,514,45-49,Man
20418,734,18-21,Man
20419,541,60-69,Prefer not to say
20420,201,22-24,Man
20421,848,30-34,Man
20422,580,18-21,Woman
20423,588,40-44,Man
20424,458,18-21,Man
20425,418,18-21,Man
20426,330,22-24,Woman
20427,528,18-21,Man
20428,537,30-34,Prefer to self-describe
20429,223,18-21,Man
20430,525,35-39,Man
20431,950,55-59,Man
20432,1028,18-21,Man
20433,1097,30-34,Man
20434,1125,50-54,Man
20435,480,22-24,Man
20436,297,18-21,Man
20437,1304,22-24,Man
20438,715,22-24,Man
20439,449,22-24,Man
20440,1013,30-34,Man
20441,892,18-21,Man
20442,327,18-21,Woman
20443,1839,22-24,Man
20444,604,25-29,Prefer not to say
20445,247,18-21,Man
20446,136,18-21,Woman
20447,408,50-54,Man
20448,214,18-21,Man
20449,1708,25-29,Woman
20450,789,18-21,Woman
20451,264,22-24,Woman
20452,251,45-49,Man
20453,290,22-24,Man
20454,22231,30-34,Man
20455,1191,40-44,Man
20456,806,25-29,Man
20457,564,25-29,Man
20458,1093,40-44,Woman
20459,1115,22-24,Woman
20460,649,22-24,Man
20461,267,22-24,Man
20462,746,18-21,Man
20463,232,30-34,Man
20464,963,50-54,Man
20465,892,22-24,Man
20466,436,25-29,Woman
20467,290,45-49,Man
20468,474,25-29,Man
20469,173,30-34,Man
20470,194,30-34,Man
20471,2018,50-54,Man
20472,28065,35-39,Man
20473,826,18-21,Man
20474,423,22-24,Man
20475,386,30-34,Man
20476,357,40-44,Man
20477,492,30-34,Man
20478,1931,25-29,Man
20479,696,25-29,Man
20480,630,45-49,Man
20481,1017585,25-29,Woman
20482,917,18-21,Man
20483,738,35-39,Man
20484,290,30-34,Man
20485,190,25-29,Man
20486,420,40-44,Man
20487,425,45-49,Man
20488,434,18-21,Man
20489,5810,30-34,Man
20490,671,35-39,Man
20491,399,50-54,Woman
20492,988,30-34,Man
20493,643,22-24,Man
20494,389,18-21,Woman
20495,409,18-21,Man
20496,277,18-21,Woman
20497,190,25-29,Man
20498,898,40-44,Man
20499,572,25-29,Man
20500,718,35-39,Man
20501,618,18-21,Man
20502,4560,18-21,Man
20503,722,22-24,Man
20504,545,35-39,Prefer not to say
20505,383,18-21,Man
20506,743,40-44,Prefer not to say
20507,1312,50-54,Man
20508,691,30-34,Woman
20509,1608,45-49,Man
20510,434,22-24,Man
20511,696,30-34,Man
20512,493,18-21,Man
20513,80244,40-44,Man
20514,2827,22-24,Man
20515,414,22-24,Woman
20516,587,30-34,Man
20517,910,40-44,Man
20518,1775,22-24,Man
20519,1260,18-21,Man
20520,320021,35-39,Man
20521,499,30-34,Man
20522,571,30-34,Man
20523,537,30-34,Man
20524,325,25-29,Man
20525,348,60-69,Woman
20526,607,25-29,Man
20527,475,30-34,Man
20528,351,50-54,Man
20529,1084,18-21,Man
20530,1520,60-69,Man
20531,1026,22-24,Man
20532,630,25-29,Man
20533,1237,30-34,Man
20534,618,25-29,Man
20535,390,25-29,Woman
20536,810,18-21,Man
20537,444,35-39,Man
20538,433,18-21,Man
20539,93562,30-34,Man
20540,260,22-24,Man
20541,389,25-29,Man
20542,726,60-69,Man
20543,316,22-24,Man
20544,239,25-29,Man
20545,772,25-29,Woman
20546,883,40-44,Man
20547,439,45-49,Man
20548,518,30-34,Man
20549,1150,22-24,Man
20550,30643,30-34,Woman
20551,582,25-29,Man
20552,281,18-21,Woman
20553,2222,25-29,Woman
20554,1789,25-29,Man
20555,9493,22-24,Man
20556,153,18-21,Man
20557,377,40-44,Woman
20558,376,22-24,Man
20559,284,18-21,Man
20560,304,25-29,Man
20561,916,18-21,Man
20562,762,18-21,Woman
20563,327,25-29,Man
20564,287,22-24,Man
20565,998,22-24,Woman
20566,665,45-49,Man
20567,939,60-69,Man
20568,784,50-54,Man
20569,1073,45-49,Man
20570,553,30-34,Woman
20571,1035,45-49,Man
20572,680,40-44,Man
20573,529,45-49,Man
20574,440,22-24,Man
20575,481,40-44,Woman
20576,15036,18-21,Man
20577,1188,50-54,Man
20578,609,25-29,Man
20579,410,35-39,Man
20580,1001,25-29,Man
20581,609,70+,Man
20582,401,22-24,Man
20583,532,35-39,Man
20584,2100,35-39,Man
20585,506,18-21,Man
20586,569,22-24,Man
20587,146,22-24,Man
20588,2060,40-44,Man
20589,411,30-34,Man
20590,1146,45-49,Man
20591,1235,30-34,Man
20592,799,40-44,Man
20593,673,22-24,Man
20594,1166,60-69,Man
20595,3196,35-39,Man
20596,407,22-24,Woman
20597,460,25-29,Woman
20598,796,45-49,Man
20599,512,45-49,Man
20600,437,30-34,Man
20601,702,30-34,Man
20602,775,18-21,Man
20603,1670,22-24,Man
20604,855,22-24,Man
20605,2211,50-54,Man
20606,776,35-39,Man
20607,669,35-39,Man
20608,666,35-39,Man
20609,334,25-29,Man
20610,447,22-24,Man
20611,1308,22-24,Man
20612,498,22-24,Man
20613,2667,22-24,Man
20614,1067,25-29,Man
20615,509,30-34,Man
20616,5084,35-39,Man
20617,482,40-44,Man
20618,2139,22-24,Man
20619,257,35-39,Man
20620,566,18-21,Man
20621,462,25-29,Man
20622,952,35-39,Man
20623,2702,18-21,Man
20624,209,35-39,Man
20625,733,25-29,Man
20626,462,18-21,Man
20627,590,18-21,Man
20628,823,45-49,Woman
20629,406,22-24,Man
20630,588,30-34,Man
20631,633,25-29,Woman
20632,1972,18-21,Woman
20633,160,22-24,Man
20634,1240,45-49,Man
20635,1077,60-69,Man
20636,989,25-29,Man
20637,641,30-34,Man
20638,272,35-39,Man
20639,600,18-21,Woman
20640,460,22-24,Man
20641,402,25-29,Man
20642,774,35-39,Man
20643,696,40-44,Man
20644,287,18-21,Man
20645,945,30-34,Man
20646,224,22-24,Man
20647,514,22-24,Woman
20648,461,22-24,Woman
20649,785,30-34,Man
20650,1284,30-34,Woman
20651,5700,35-39,Prefer to self-describe
20652,747,45-49,Woman
20653,1034,55-59,Man
20654,1071,50-54,Woman
20655,920,25-29,Man
20656,864,45-49,Man
20657,586,22-24,Man
20658,692,18-21,Man
20659,4272,18-21,Man
20660,544,25-29,Man
20661,3610,22-24,Man
20662,128,18-21,Man
20663,738,18-21,Man
20664,433,18-21,Man
20665,6534,35-39,Man
20666,268670,25-29,Man
20667,1258,35-39,Man
20668,1591,30-34,Man
20669,439,25-29,Woman
20670,1090,60-69,Nonbinary
20671,481,25-29,Man
20672,826,40-44,Man
20673,580,45-49,Man
20674,440,18-21,Man
20675,1048,60-69,Man
20676,1905,22-24,Man
20677,576,22-24,Man
20678,330,18-21,Man
20679,1346,40-44,Man
20680,478,45-49,Man
20681,572,30-34,Man
20682,884,60-69,Man
20683,451,35-39,Man
20684,239,25-29,Man
20685,351,30-34,Man
20686,2409,25-29,Man
20687,12775,22-24,Woman
20688,803,35-39,Man
20689,807,50-54,Man
20690,248,25-29,Man
20691,235,22-24,Woman
20692,973,35-39,Man
20693,11031,18-21,Woman
20694,11109,60-69,Man
20695,521,22-24,Woman
20696,470,18-21,Woman
20697,730,22-24,Man
20698,639,25-29,Man
20699,684,18-21,Man
20700,650,35-39,Man
20701,725,22-24,Man
20702,501,40-44,Man
20703,642,30-34,Man
20704,674,40-44,Man
20705,451,18-21,Man
20706,31081,30-34,Man
20707,433,25-29,Man
20708,1823,30-34,Man
20709,2791,50-54,Man
20710,823,18-21,Man
20711,330,25-29,Woman
20712,628,30-34,Man
20713,154,18-21,Man
20714,529,22-24,Man
20715,965,55-59,Man
20716,504,22-24,Man
20717,694,25-29,Man
20718,786,30-34,Man
20719,524,25-29,Man
20720,137,22-24,Woman
20721,803,35-39,Man
20722,493,22-24,Man
20723,368,22-24,Man
20724,917,60-69,Man
20725,313,18-21,Man
20726,299,18-21,Man
20727,439,30-34,Man
20728,616,55-59,Man
20729,135,22-24,Man
20730,765,30-34,Man
20731,402,18-21,Man
20732,167,18-21,Man
20733,302,22-24,Woman
20734,183,18-21,Man
20735,473,18-21,Man
20736,3779,30-34,Man
20737,202,22-24,Woman
20738,2956,18-21,Man
20739,507,30-34,Man
20740,984,35-39,Man
20741,936,50-54,Man
20742,304,22-24,Man
20743,152,30-34,Man
20744,160,18-21,Man
20745,766,18-21,Woman
20746,381,25-29,Man
20747,812,30-34,Man
20748,475,30-34,Man
20749,1321,25-29,Woman
20750,608,30-34,Man
20751,766,55-59,Man
20752,564,25-29,Man
20753,1292,25-29,Man
20754,647,40-44,Man
20755,451,45-49,Man
20756,356,22-24,Man
20757,1022,35-39,Man
20758,2661,50-54,Man
20759,190,40-44,Man
20760,715,45-49,Woman
20761,1097904,30-34,Man
20762,333,22-24,Woman
20763,1061,22-24,Man
20764,1071,35-39,Man
20765,835,22-24,Man
20766,941,22-24,Man
20767,954,25-29,Man
20768,705,25-29,Man
20769,252,18-21,Man
20770,660,30-34,Man
20771,437,18-21,Woman
20772,1123,40-44,Man
20773,541,25-29,Man
20774,882,50-54,Man
20775,261,18-21,Woman
20776,937,18-21,Man
20777,600,22-24,Man
20778,2081,18-21,Man
20779,7861,25-29,Man
20780,454,25-29,Man
20781,535,22-24,Man
20782,536,25-29,Man
20783,701,25-29,Man
20784,405,18-21,Man
20785,276,30-34,Woman
20786,311,22-24,Man
20787,938,40-44,Man
20788,1053,40-44,Man
20789,1220,18-21,Man
20790,1400,30-34,Woman
20791,754,30-34,Man
20792,659,30-34,Man
20793,233,18-21,Man
20794,610,25-29,Man
20795,526,22-24,Man
20796,711,30-34,Man
20797,5796,18-21,Man
20798,415,18-21,Woman
20799,582,22-24,Woman
20800,6268,35-39,Woman
20801,603,18-21,Man
20802,3468,30-34,Woman
20803,973,40-44,Man
20804,513,35-39,Man
20805,682,30-34,Man
20806,1153,22-24,Man
20807,723,30-34,Man
20808,27321,25-29,Man
20809,767,25-29,Man
20810,12665,40-44,Man
20811,482,22-24,Man
20812,598,18-21,Man
20813,341,25-29,Woman
20814,1814,22-24,Man
20815,551,25-29,Man
20816,580,50-54,Woman
20817,277,25-29,Man
20818,1745,45-49,Man
20819,617,35-39,Man
20820,361,45-49,Man
20821,211,18-21,Woman
20822,859,35-39,Man
20823,328,18-21,Man
20824,183,22-24,Man
20825,618,22-24,Woman
20826,871,25-29,Woman
20827,1245,30-34,Man
20828,448,25-29,Woman
20829,256,18-21,Man
20830,862,18-21,Man
20831,771,40-44,Man
20832,818,18-21,Man
20833,19101,18-21,Woman
20834,481,30-34,Man
20835,481,40-44,Man
20836,1704,40-44,Woman
20837,558,22-24,Man
20838,131548,30-34,Woman
20839,755,25-29,Man
20840,476,25-29,Man
20841,473,18-21,Man
20842,286,18-21,Woman
20843,450,35-39,Man
20844,391,18-21,Man
20845,461,18-21,Man
20846,615,50-54,Man
20847,613,25-29,Man
20848,1236,30-34,Man
20849,2661,45-49,Man
20850,14941,35-39,Man
20851,1413,22-24,Man
20852,1004,30-34,Woman
20853,3185,35-39,Man
20854,893,45-49,Woman
20855,751,55-59,Man
20856,976,30-34,Man
20857,680,22-24,Man
20858,258981,45-49,Man
20859,321,18-21,Woman
20860,498,18-21,Woman
20861,341,30-34,Woman
20862,516,18-21,Woman
20863,508,22-24,Woman
20864,1125,35-39,Man
20865,1324,30-34,Woman
20866,20143,18-21,Man
20867,409,18-21,Man
20868,682,55-59,Man
20869,3166,22-24,Man
20870,404,25-29,Man
20871,463,45-49,Man
20872,505,18-21,Man
20873,542,35-39,Man
20874,511,18-21,Man
20875,256,40-44,Man
20876,431,22-24,Man
20877,548,60-69,Man
20878,881,22-24,Prefer not to say
20879,399,30-34,Man
20880,494,45-49,Man
20881,491,35-39,Man
20882,544,35-39,Man
20883,408,30-34,Man
20884,576,25-29,Man
20885,431,18-21,Man
20886,4689,22-24,Man
20887,794,25-29,Man
20888,731,22-24,Man
20889,405,22-24,Man
20890,826,25-29,Woman
20891,16241,35-39,Woman
20892,2920,40-44,Man
20893,164,18-21,Man
20894,654,22-24,Man
20895,753,35-39,Man
20896,708,18-21,Woman
20897,788,22-24,Man
20898,621,50-54,Man
20899,3642,40-44,Woman
20900,586,18-21,Man
20901,232,18-21,Woman
20902,569,40-44,Man
20903,880,18-21,Man
20904,378,18-21,Man
20905,255,22-24,Man
20906,274,18-21,Man
20907,408,22-24,Man
20908,469,18-21,Man
20909,1002,25-29,Man
20910,1469,22-24,Man
20911,792,70+,Man
20912,122,22-24,Man
20913,243,18-21,Man
20914,796,40-44,Woman
20915,8502,25-29,Man
20916,366,22-24,Woman
20917,460,35-39,Man
20918,173,22-24,Woman
20919,1426,40-44,Woman
20920,241,35-39,Man
20921,744,22-24,Woman
20922,420,25-29,Man
20923,1406,50-54,Man
20924,318,22-24,Woman
20925,572,22-24,Man
20926,495,40-44,Man
20927,261,30-34,Woman
20928,315,18-21,Man
20929,374,25-29,Man
20930,163656,22-24,Man
