index,age,gender,country,education,role,field,cat_experience,cat_salary,visual
23900,35-39,Man,Uganda,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Ggplot / ggplot2 
23900,35-39,Man,Uganda,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Shiny 
23900,35-39,Man,Uganda,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,D3 js 
23900,35-39,Man,Uganda,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Altair 
23900,35-39,Man,Uganda,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Bokeh 
23900,35-39,Man,Uganda,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Geoplotlib 
23900,35-39,Man,Uganda,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Leaflet / Folium 
23906,22-24,Man,Bangladesh,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Mid,< 20K, Matplotlib 
23906,22-24,Man,Bangladesh,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Mid,< 20K,Seaborn 
23906,22-24,Man,Bangladesh,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Mid,< 20K,Plotly / Plotly Express 
23909,35-39,Man,Nigeria,Doctoral degree,Business Analyst,Academics/Education,Senior,< 20K, Matplotlib 
23921,18-21,Man,Russia,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 20K, Matplotlib 
23921,18-21,Man,Russia,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 20K,Seaborn 
23921,18-21,Man,Russia,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 20K,Plotly / Plotly Express 
23926,45-49,Man,Other,Master’s degree,Data Analyst,Energy/Mining,Senior+,< 20K,Plotly / Plotly Express 
23926,45-49,Man,Other,Master’s degree,Data Analyst,Energy/Mining,Senior+,< 20K,Ggplot / ggplot2 
23931,50-54,Man,Spain,Master’s degree,Business Analyst,Accounting/Finance,Mid,< 20K, Matplotlib 
23931,50-54,Man,Spain,Master’s degree,Business Analyst,Accounting/Finance,Mid,< 20K,Seaborn 
23942,30-34,Man,Sweden,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Mid,50K - 100K, Matplotlib 
23942,30-34,Man,Sweden,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Mid,50K - 100K,Seaborn 
23954,45-49,Man,France,Master’s degree,Business Analyst,Academics/Education,Senior+,50K - 100K, Matplotlib 
23954,45-49,Man,France,Master’s degree,Business Analyst,Academics/Education,Senior+,50K - 100K,Seaborn 
23959,30-34,Woman,Russia,I prefer not to answer,Data Analyst,Other,Junior,< 20K, Matplotlib 
23959,30-34,Woman,Russia,I prefer not to answer,Data Analyst,Other,Junior,< 20K,Seaborn 
23959,30-34,Woman,Russia,I prefer not to answer,Data Analyst,Other,Junior,< 20K,Plotly / Plotly Express 
23960,22-24,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,, Matplotlib 
23968,35-39,Man,Kazakhstan,Bachelor’s degree,Data Analyst,,Junior,,Seaborn 
23977,18-21,Man,Other,Some college/university study without earning a bachelor’s degree,Business Analyst,Energy/Mining,Sin experiencia,< 20K,
23999,40-44,Man,Italy,Master’s degree,Business Analyst,Shipping/Transportation,Mid,50K - 100K,Plotly / Plotly Express 
23999,40-44,Man,Italy,Master’s degree,Business Analyst,Shipping/Transportation,Mid,50K - 100K,Ggplot / ggplot2 
24008,25-29,Man,Brazil,Master’s degree,Data Analyst,Government/Public Service,Junior,< 20K, Matplotlib 
24008,25-29,Man,Brazil,Master’s degree,Data Analyst,Government/Public Service,Junior,< 20K,Seaborn 
24008,25-29,Man,Brazil,Master’s degree,Data Analyst,Government/Public Service,Junior,< 20K,Plotly / Plotly Express 
24010,22-24,Woman,India,Master’s degree,Data Analyst,Academics/Education,Senior,< 20K, Matplotlib 
24010,22-24,Woman,India,Master’s degree,Data Analyst,Academics/Education,Senior,< 20K,Plotly / Plotly Express 
24010,22-24,Woman,India,Master’s degree,Data Analyst,Academics/Education,Senior,< 20K,Ggplot / ggplot2 
24010,22-24,Woman,India,Master’s degree,Data Analyst,Academics/Education,Senior,< 20K,Shiny 
24010,22-24,Woman,India,Master’s degree,Data Analyst,Academics/Education,Senior,< 20K,D3 js 
24010,22-24,Woman,India,Master’s degree,Data Analyst,Academics/Education,Senior,< 20K,Geoplotlib 
24011,25-29,Man,Egypt,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 20K, Matplotlib 
24011,25-29,Man,Egypt,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 20K,Seaborn 
24013,30-34,Man,Israel,I prefer not to answer,Data Analyst,Marketing/CRM,Junior,, Matplotlib 
24014,40-44,Man,Other,Professional doctorate,Data Analyst,Online Service/Internet-based Services,Senior,50K - 100K,Seaborn 
24014,40-44,Man,Other,Professional doctorate,Data Analyst,Online Service/Internet-based Services,Senior,50K - 100K,Plotly / Plotly Express 
24014,40-44,Man,Other,Professional doctorate,Data Analyst,Online Service/Internet-based Services,Senior,50K - 100K,Shiny 
24014,40-44,Man,Other,Professional doctorate,Data Analyst,Online Service/Internet-based Services,Senior,50K - 100K,Bokeh 
24014,40-44,Man,Other,Professional doctorate,Data Analyst,Online Service/Internet-based Services,Senior,50K - 100K,Geoplotlib 
24014,40-44,Man,Other,Professional doctorate,Data Analyst,Online Service/Internet-based Services,Senior,50K - 100K,Leaflet / Folium 
24022,30-34,Man,United States of America,Bachelor’s degree,Business Analyst,Academics/Education,Mid,50K - 100K, Matplotlib 
24022,30-34,Man,United States of America,Bachelor’s degree,Business Analyst,Academics/Education,Mid,50K - 100K,Seaborn 
24047,30-34,Man,"Iran, Islamic Republic of...",Doctoral degree,Data Analyst,Energy/Mining,Mid,, Matplotlib 
24049,35-39,Prefer not to say,China,Master’s degree,Business Analyst,Manufacturing/Fabrication,Sin experiencia,< 20K,
24053,30-34,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Retail/Sales,Senior+,50K - 100K,Plotly / Plotly Express 
24053,30-34,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Retail/Sales,Senior+,50K - 100K,Ggplot / ggplot2 
24056,22-24,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 20K, Matplotlib 
24056,22-24,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 20K,Seaborn 
24062,25-29,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Energy/Mining,Mid,< 20K, Matplotlib 
24069,35-39,Man,Taiwan,Bachelor’s degree,Business Analyst,,Junior,, Matplotlib 
24069,35-39,Man,Taiwan,Bachelor’s degree,Business Analyst,,Junior,,Seaborn 
24069,35-39,Man,Taiwan,Bachelor’s degree,Business Analyst,,Junior,,Bokeh 
24072,25-29,Woman,Kenya,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 20K,Ggplot / ggplot2 
24072,25-29,Woman,Kenya,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 20K,Shiny 
24079,18-21,Man,India,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,, Matplotlib 
24085,35-39,Man,China,Master’s degree,Business Analyst,Accounting/Finance,Senior+,< 20K, Matplotlib 
24085,35-39,Man,China,Master’s degree,Business Analyst,Accounting/Finance,Senior+,< 20K,Seaborn 
24091,22-24,Man,Russia,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,20K - 50K, Matplotlib 
24091,22-24,Man,Russia,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,20K - 50K,Seaborn 
24091,22-24,Man,Russia,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,20K - 50K,Plotly / Plotly Express 
24091,22-24,Man,Russia,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,20K - 50K,Bokeh 
24095,45-49,Man,Viet Nam,Doctoral degree,Business Analyst,Non-profit/Service,Junior,< 20K, None
24108,30-34,Woman,United States of America,Master’s degree,Data Analyst,Academics/Education,Senior,50K - 100K, Matplotlib 
24108,30-34,Woman,United States of America,Master’s degree,Data Analyst,Academics/Education,Senior,50K - 100K,Ggplot / ggplot2 
24108,30-34,Woman,United States of America,Master’s degree,Data Analyst,Academics/Education,Senior,50K - 100K,D3 js 
24110,30-34,Man,Japan,Master’s degree,Business Analyst,Broadcasting/Communications,Junior,, Matplotlib 
24110,30-34,Man,Japan,Master’s degree,Business Analyst,Broadcasting/Communications,Junior,,Seaborn 
24110,30-34,Man,Japan,Master’s degree,Business Analyst,Broadcasting/Communications,Junior,,Plotly / Plotly Express 
24111,22-24,Man,Brazil,Some college/university study without earning a bachelor’s degree,Business Analyst,Academics/Education,Junior,< 20K,Ggplot / ggplot2 
24136,30-34,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, None
24151,35-39,Man,United States of America,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,, Matplotlib 
24152,22-24,Man,India,Master’s degree,Business Analyst,Computers/Technology,Junior,, Matplotlib 
24154,40-44,Man,Romania,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Mid,> 200K, Matplotlib 
24154,40-44,Man,Romania,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Mid,> 200K,Seaborn 
24154,40-44,Man,Romania,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Mid,> 200K,Plotly / Plotly Express 
24155,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 20K,Plotly / Plotly Express 
24161,25-29,Woman,United States of America,Bachelor’s degree,Business Analyst,Online Business/Internet-based Sales,Mid,50K - 100K, Matplotlib 
24162,25-29,Man,Japan,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,20K - 50K,Ggplot / ggplot2 
24162,25-29,Man,Japan,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,20K - 50K,Shiny 
24172,25-29,Man,Russia,Doctoral degree,Data Analyst,Academics/Education,Junior,< 20K, Matplotlib 
24172,25-29,Man,Russia,Doctoral degree,Data Analyst,Academics/Education,Junior,< 20K,Plotly / Plotly Express 
24181,30-34,Man,Indonesia,Bachelor’s degree,Data Analyst,Accounting/Finance,Sin experiencia,20K - 50K,
24183,35-39,Man,Mexico,Some college/university study without earning a bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 20K, None
24184,25-29,Woman,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Matplotlib 
24184,25-29,Woman,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K,Seaborn 
24184,25-29,Woman,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K,Plotly / Plotly Express 
24206,35-39,Man,Colombia,Master’s degree,Data Analyst,Academics/Education,Senior,< 20K, Matplotlib 
24206,35-39,Man,Colombia,Master’s degree,Data Analyst,Academics/Education,Senior,< 20K,Plotly / Plotly Express 
24206,35-39,Man,Colombia,Master’s degree,Data Analyst,Academics/Education,Senior,< 20K,Ggplot / ggplot2 
24206,35-39,Man,Colombia,Master’s degree,Data Analyst,Academics/Education,Senior,< 20K,Shiny 
24206,35-39,Man,Colombia,Master’s degree,Data Analyst,Academics/Education,Senior,< 20K,Geoplotlib 
24209,22-24,Man,India,Professional doctorate,Data Analyst,,Mid,, Matplotlib 
24209,22-24,Man,India,Professional doctorate,Data Analyst,,Mid,,Seaborn 
24229,35-39,Man,Viet Nam,I prefer not to answer,Business Analyst,Shipping/Transportation,Sin experiencia,20K - 50K,
24233,22-24,Woman,United States of America,Master’s degree,Data Analyst,,Junior,, None
24238,30-34,Man,Kenya,Master’s degree,Data Analyst,Non-profit/Service,Mid,50K - 100K, Matplotlib 
24238,30-34,Man,Kenya,Master’s degree,Data Analyst,Non-profit/Service,Mid,50K - 100K,Seaborn 
24238,30-34,Man,Kenya,Master’s degree,Data Analyst,Non-profit/Service,Mid,50K - 100K,Plotly / Plotly Express 
24238,30-34,Man,Kenya,Master’s degree,Data Analyst,Non-profit/Service,Mid,50K - 100K,Leaflet / Folium 
24240,40-44,Woman,Netherlands,Some college/university study without earning a bachelor’s degree,Business Analyst,Broadcasting/Communications,Junior,50K - 100K, Matplotlib 
24240,40-44,Woman,Netherlands,Some college/university study without earning a bachelor’s degree,Business Analyst,Broadcasting/Communications,Junior,50K - 100K,Ggplot / ggplot2 
24242,30-34,Man,Argentina,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, None
24258,22-24,Man,China,Master’s degree,Data Analyst,,Junior,, Matplotlib 
24262,22-24,Man,Turkey,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, Matplotlib 
24262,22-24,Man,Turkey,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K,Seaborn 
24262,22-24,Man,Turkey,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K,Plotly / Plotly Express 
24272,50-54,Man,India,I prefer not to answer,Business Analyst,Accounting/Finance,Sin experiencia,20K - 50K,
24276,35-39,Man,United States of America,Doctoral degree,Data Analyst,Manufacturing/Fabrication,Senior,100K - 200K, Matplotlib 
24276,35-39,Man,United States of America,Doctoral degree,Data Analyst,Manufacturing/Fabrication,Senior,100K - 200K,Plotly / Plotly Express 
24280,60-69,Man,United States of America,Professional doctorate,Business Analyst,Medical/Pharmaceutical,Sin experiencia,100K - 200K,
24285,22-24,Man,Thailand,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 20K, Matplotlib 
24285,22-24,Man,Thailand,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 20K,Seaborn 
24303,25-29,Woman,Poland,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior,20K - 50K, Matplotlib 
24303,25-29,Woman,Poland,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior,20K - 50K,Seaborn 
24306,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,50K - 100K, Matplotlib 
24306,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,50K - 100K,Seaborn 
24306,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,50K - 100K,Plotly / Plotly Express 
24323,30-34,Man,Bangladesh,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,< 20K, None
24330,35-39,Man,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,Junior,20K - 50K, Matplotlib 
24330,35-39,Man,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,Junior,20K - 50K,Seaborn 
24332,18-21,Man,Brazil,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 20K, Matplotlib 
24332,18-21,Man,Brazil,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 20K,Seaborn 
24332,18-21,Man,Brazil,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 20K,Plotly / Plotly Express 
24332,18-21,Man,Brazil,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 20K,Ggplot / ggplot2 
24339,45-49,Man,Belarus,No formal education past high school,Data Analyst,Broadcasting/Communications,Senior+,< 20K, Matplotlib 
24339,45-49,Man,Belarus,No formal education past high school,Data Analyst,Broadcasting/Communications,Senior+,< 20K,Seaborn 
24339,45-49,Man,Belarus,No formal education past high school,Data Analyst,Broadcasting/Communications,Senior+,< 20K,Plotly / Plotly Express 
24340,22-24,Man,Brazil,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Matplotlib 
24357,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,, Matplotlib 
24357,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,,Seaborn 
24377,25-29,Man,China,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 20K, Matplotlib 
24382,18-21,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 20K,
24399,25-29,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Sin experiencia,< 20K,
24403,45-49,Man,Australia,Master’s degree,Data Analyst,Other,Junior,100K - 200K, Matplotlib 
24403,45-49,Man,Australia,Master’s degree,Data Analyst,Other,Junior,100K - 200K,Seaborn 
24420,70+,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Government/Public Service,Senior+,50K - 100K, Other
24431,22-24,Man,Russia,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 20K, Matplotlib 
24431,22-24,Man,Russia,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 20K,Seaborn 
24438,30-34,Man,Singapore,Master’s degree,Business Analyst,Broadcasting/Communications,Junior,50K - 100K, Matplotlib 
24438,30-34,Man,Singapore,Master’s degree,Business Analyst,Broadcasting/Communications,Junior,50K - 100K,Seaborn 
24438,30-34,Man,Singapore,Master’s degree,Business Analyst,Broadcasting/Communications,Junior,50K - 100K,Ggplot / ggplot2 
24444,30-34,Woman,South Africa,Bachelor’s degree,Business Analyst,Retail/Sales,Sin experiencia,20K - 50K,
24455,40-44,Woman,India,Bachelor’s degree,Data Analyst,,Junior,, None
24457,25-29,Woman,Ukraine,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 20K, None
24487,35-39,Man,Singapore,Master’s degree,Business Analyst,,Senior+,, None
24495,22-24,Man,Nigeria,Bachelor’s degree,Data Analyst,,Junior,, Matplotlib 
24497,45-49,Man,Poland,Master’s degree,Data Analyst,Computers/Technology,Senior+,< 20K, None
24498,30-34,Man,India,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 20K, Matplotlib 
24498,30-34,Man,India,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 20K,Seaborn 
24504,18-21,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 20K,Seaborn 
24514,22-24,Man,China,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, Matplotlib 
24521,55-59,Man,Mexico,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Senior,< 20K, Matplotlib 
24524,30-34,Man,Russia,No formal education past high school,Data Analyst,Manufacturing/Fabrication,Junior,< 20K, Matplotlib 
24524,30-34,Man,Russia,No formal education past high school,Data Analyst,Manufacturing/Fabrication,Junior,< 20K,Seaborn 
24529,30-34,Man,Indonesia,I prefer not to answer,Data Analyst,,Junior,,
24552,50-54,Man,Portugal,Professional doctorate,Data Analyst,Medical/Pharmaceutical,Senior+,20K - 50K, Matplotlib 
24552,50-54,Man,Portugal,Professional doctorate,Data Analyst,Medical/Pharmaceutical,Senior+,20K - 50K,Plotly / Plotly Express 
24566,22-24,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 20K, Matplotlib 
24570,35-39,Man,South Africa,Master’s degree,Data Analyst,Accounting/Finance,Senior+,50K - 100K, None
24574,40-44,Man,India,Bachelor’s degree,Business Analyst,Government/Public Service,Junior,20K - 50K, Matplotlib 
24574,40-44,Man,India,Bachelor’s degree,Business Analyst,Government/Public Service,Junior,20K - 50K,Ggplot / ggplot2 
24585,22-24,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 20K, Matplotlib 
24585,22-24,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 20K,Seaborn 
24587,40-44,Man,Taiwan,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Senior,20K - 50K,Ggplot / ggplot2 
24589,35-39,Man,South Korea,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K, Matplotlib 
24589,35-39,Man,South Korea,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K,Seaborn 
24589,35-39,Man,South Korea,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K,Ggplot / ggplot2 
24598,18-21,Man,India,Master’s degree,Data Analyst,Other,Junior,< 20K,Leaflet / Folium 
24605,30-34,Woman,Other,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,20K - 50K, None
24606,50-54,Man,United States of America,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,100K - 200K, Matplotlib 
24606,50-54,Man,United States of America,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,100K - 200K,Plotly / Plotly Express 
24609,45-49,Man,Hong Kong (S.A.R.),Doctoral degree,Business Analyst,,Senior+,, Matplotlib 
24609,45-49,Man,Hong Kong (S.A.R.),Doctoral degree,Business Analyst,,Senior+,,Seaborn 
24609,45-49,Man,Hong Kong (S.A.R.),Doctoral degree,Business Analyst,,Senior+,,Plotly / Plotly Express 
24609,45-49,Man,Hong Kong (S.A.R.),Doctoral degree,Business Analyst,,Senior+,,Bokeh 
24624,40-44,Man,Singapore,Doctoral degree,Data Analyst,Computers/Technology,Mid,100K - 200K, Matplotlib 
24624,40-44,Man,Singapore,Doctoral degree,Data Analyst,Computers/Technology,Mid,100K - 200K,Seaborn 
24624,40-44,Man,Singapore,Doctoral degree,Data Analyst,Computers/Technology,Mid,100K - 200K, Other
24628,22-24,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Matplotlib 
24628,22-24,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Seaborn 
24628,22-24,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Plotly / Plotly Express 
24638,22-24,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Matplotlib 
24638,22-24,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Seaborn 
24648,35-39,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior+,< 20K, None
24654,45-49,Man,Singapore,Bachelor’s degree,Data Analyst,Computers/Technology,Senior+,100K - 200K, Matplotlib 
24654,45-49,Man,Singapore,Bachelor’s degree,Data Analyst,Computers/Technology,Senior+,100K - 200K,Seaborn 
24654,45-49,Man,Singapore,Bachelor’s degree,Data Analyst,Computers/Technology,Senior+,100K - 200K, Other
24659,30-34,Man,Ukraine,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 20K, Other
24663,30-34,Woman,Australia,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,50K - 100K, None
24669,25-29,Woman,India,Bachelor’s degree,Business Analyst,Computers/Technology,Sin experiencia,< 20K,
24671,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Mid,< 20K, Matplotlib 
24671,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Mid,< 20K,Seaborn 
24689,25-29,Man,Kenya,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 20K, None
24691,60-69,Prefer not to say,United States of America,I prefer not to answer,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 20K,Ggplot / ggplot2 
24691,60-69,Prefer not to say,United States of America,I prefer not to answer,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 20K,Shiny 
24691,60-69,Prefer not to say,United States of America,I prefer not to answer,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 20K, Other
24694,30-34,Woman,India,Master’s degree,Data Analyst,Medical/Pharmaceutical,Senior,< 20K,Ggplot / ggplot2 
24703,22-24,Man,Kenya,Master’s degree,Business Analyst,Accounting/Finance,Mid,< 20K, Matplotlib 
24707,35-39,Man,India,Master’s degree,Data Analyst,Other,Junior,< 20K,Ggplot / ggplot2 
24707,35-39,Man,India,Master’s degree,Data Analyst,Other,Junior,< 20K,Geoplotlib 
24721,25-29,Man,Egypt,No formal education past high school,Data Analyst,Computers/Technology,Junior,< 20K, Matplotlib 
24721,25-29,Man,Egypt,No formal education past high school,Data Analyst,Computers/Technology,Junior,< 20K,Seaborn 
24724,22-24,Man,Turkey,Master’s degree,Data Analyst,Accounting/Finance,Junior,50K - 100K, Matplotlib 
24724,22-24,Man,Turkey,Master’s degree,Data Analyst,Accounting/Finance,Junior,50K - 100K,Seaborn 
24726,22-24,Man,Canada,Bachelor’s degree,Data Analyst,Other,Junior,< 20K, Matplotlib 
24726,22-24,Man,Canada,Bachelor’s degree,Data Analyst,Other,Junior,< 20K,Seaborn 
24726,22-24,Man,Canada,Bachelor’s degree,Data Analyst,Other,Junior,< 20K,Ggplot / ggplot2 
24733,40-44,Woman,France,Doctoral degree,Data Analyst,Academics/Education,Senior+,20K - 50K,Ggplot / ggplot2 
24733,40-44,Woman,France,Doctoral degree,Data Analyst,Academics/Education,Senior+,20K - 50K,Shiny 
24735,35-39,Man,Other,Doctoral degree,Data Analyst,Academics/Education,Junior,< 20K, Matplotlib 
24735,35-39,Man,Other,Doctoral degree,Data Analyst,Academics/Education,Junior,< 20K,Seaborn 
24740,25-29,Man,Russia,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Matplotlib 
24740,25-29,Man,Russia,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K,Seaborn 
24741,35-39,Man,Spain,Some college/university study without earning a bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 20K, Matplotlib 
24741,35-39,Man,Spain,Some college/university study without earning a bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 20K,Seaborn 
24748,22-24,Woman,Other,Bachelor’s degree,Data Analyst,Academics/Education,Sin experiencia,< 20K,
24754,25-29,Man,United States of America,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,50K - 100K, Matplotlib 
24754,25-29,Man,United States of America,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,50K - 100K,Seaborn 
24754,25-29,Man,United States of America,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,50K - 100K,Plotly / Plotly Express 
24754,25-29,Man,United States of America,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,50K - 100K,Ggplot / ggplot2 
24758,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,20K - 50K, Matplotlib 
24758,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,20K - 50K,Seaborn 
24758,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,20K - 50K,Ggplot / ggplot2 
24769,25-29,Man,India,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 20K, Matplotlib 
24769,25-29,Man,India,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 20K,Seaborn 
24789,55-59,Man,Russia,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,< 20K, Matplotlib 
24796,22-24,Man,Russia,Master’s degree,Business Analyst,Retail/Sales,Junior,< 20K, Matplotlib 
24823,40-44,Man,Nigeria,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 20K, Matplotlib 
24823,40-44,Man,Nigeria,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 20K,Seaborn 
24829,30-34,Woman,India,Master’s degree,Business Analyst,Retail/Sales,Junior,< 20K, Matplotlib 
24829,30-34,Woman,India,Master’s degree,Business Analyst,Retail/Sales,Junior,< 20K,Seaborn 
24829,30-34,Woman,India,Master’s degree,Business Analyst,Retail/Sales,Junior,< 20K,Plotly / Plotly Express 
24829,30-34,Woman,India,Master’s degree,Business Analyst,Retail/Sales,Junior,< 20K,Ggplot / ggplot2 
24838,30-34,Woman,United States of America,Master’s degree,Data Analyst,,Junior,,
24840,18-21,Man,Mexico,Master’s degree,Data Analyst,Energy/Mining,Mid,< 20K, Matplotlib 
24840,18-21,Man,Mexico,Master’s degree,Data Analyst,Energy/Mining,Mid,< 20K,Seaborn 
24840,18-21,Man,Mexico,Master’s degree,Data Analyst,Energy/Mining,Mid,< 20K,Plotly / Plotly Express 
24848,35-39,Man,India,Doctoral degree,Business Analyst,,Junior,, Matplotlib 
