index,age,gender,country,education,role,field,cat_experience,cat_salary,cod_env
22328,22-24,Man,Taiwan,Master’s degree,Data Analyst,Shipping/Transportation,Junior,25K - 50K,Jupyter Notebook
22360,60-69,Man,Japan,Bachelor’s degree,Data Analyst,Academics/Education,Junior,25K - 50K,Jupyter Notebook
22379,35-39,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,JupyterLab 
22379,35-39,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Visual Studio 
22379,35-39,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Visual Studio Code (VSCode) 
22379,35-39,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,PyCharm 
22379,35-39,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, Spyder
22379,35-39,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, Sublime Text
22379,35-39,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Jupyter Notebook
22382,25-29,Man,Turkey,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Senior,< 25K,Visual Studio Code (VSCode) 
22382,25-29,Man,Turkey,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Senior,< 25K,PyCharm 
22382,25-29,Man,Turkey,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Senior,< 25K, Notepad++
22382,25-29,Man,Turkey,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Senior,< 25K,Jupyter Notebook
22384,40-44,Man,Italy,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,< 25K,JupyterLab 
22384,40-44,Man,Italy,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,< 25K,RStudio 
22384,40-44,Man,Italy,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,< 25K,Jupyter Notebook
22385,25-29,Man,China,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Senior+,, Spyder
22385,25-29,Man,China,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Senior+,,MATLAB 
22407,25-29,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Visual Studio 
22410,45-49,Man,Spain,Master’s degree,Business Analyst,Accounting/Finance,Mid,25K - 50K,JupyterLab 
22410,45-49,Man,Spain,Master’s degree,Business Analyst,Accounting/Finance,Mid,25K - 50K,RStudio 
22411,60-69,Man,Mexico,Master’s degree,Business Analyst,Academics/Education,Junior,100K - 200K,RStudio 
22414,22-24,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Mid,< 25K,RStudio 
22414,22-24,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Mid,< 25K,Visual Studio Code (VSCode) 
22414,22-24,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Mid,< 25K,Jupyter Notebook
22429,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Jupyter Notebook
22432,35-39,Woman,India,Bachelor’s degree,Data Analyst,Other,Mid,50K - 100K,Jupyter Notebook
22445,22-24,Man,Egypt,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K,JupyterLab 
22445,22-24,Man,Egypt,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K,Visual Studio Code (VSCode) 
22445,22-24,Man,Egypt,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K, Spyder
22445,22-24,Man,Egypt,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K,Jupyter Notebook
22448,22-24,Man,India,Bachelor’s degree,Data Analyst,Marketing/CRM,Sin experiencia,,
22454,25-29,Man,Poland,Master’s degree,Business Analyst,Retail/Sales,Junior,< 25K,JupyterLab 
22454,25-29,Man,Poland,Master’s degree,Business Analyst,Retail/Sales,Junior,< 25K,PyCharm 
22463,25-29,Woman,Brazil,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Visual Studio Code (VSCode) 
22483,25-29,Man,Turkey,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,JupyterLab 
22483,25-29,Man,Turkey,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,RStudio 
22483,25-29,Man,Turkey,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Spyder
22483,25-29,Man,Turkey,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Jupyter Notebook
22487,50-54,Man,Ecuador,Master’s degree,Business Analyst,Retail/Sales,Junior,50K - 100K,Jupyter Notebook
22493,25-29,Man,Nigeria,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Visual Studio Code (VSCode) 
22493,25-29,Man,Nigeria,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Jupyter Notebook
22496,30-34,Man,Russia,Master’s degree,Data Analyst,Energy/Mining,Mid,< 25K,JupyterLab 
22496,30-34,Man,Russia,Master’s degree,Data Analyst,Energy/Mining,Mid,< 25K,PyCharm 
22496,30-34,Man,Russia,Master’s degree,Data Analyst,Energy/Mining,Mid,< 25K,Jupyter Notebook
22498,22-24,Man,Portugal,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,PyCharm 
22511,35-39,Woman,Portugal,Doctoral degree,Data Analyst,Other,Senior+,25K - 50K, Spyder
22511,35-39,Woman,Portugal,Doctoral degree,Data Analyst,Other,Senior+,25K - 50K, Notepad++
22511,35-39,Woman,Portugal,Doctoral degree,Data Analyst,Other,Senior+,25K - 50K,Jupyter Notebook
22520,40-44,Man,India,No formal education past high school,Business Analyst,Accounting/Finance,Senior+,,Visual Studio 
22520,40-44,Man,India,No formal education past high school,Business Analyst,Accounting/Finance,Senior+,,Visual Studio Code (VSCode) 
22520,40-44,Man,India,No formal education past high school,Business Analyst,Accounting/Finance,Senior+,, Notepad++
22529,22-24,Man,Colombia,Bachelor’s degree,Data Analyst,Other,Mid,< 25K,JupyterLab 
22529,22-24,Man,Colombia,Bachelor’s degree,Data Analyst,Other,Mid,< 25K,Visual Studio Code (VSCode) 
22529,22-24,Man,Colombia,Bachelor’s degree,Data Analyst,Other,Mid,< 25K,PyCharm 
22529,22-24,Man,Colombia,Bachelor’s degree,Data Analyst,Other,Mid,< 25K, Spyder
22529,22-24,Man,Colombia,Bachelor’s degree,Data Analyst,Other,Mid,< 25K, Sublime Text
22529,22-24,Man,Colombia,Bachelor’s degree,Data Analyst,Other,Mid,< 25K,Jupyter Notebook
22539,35-39,Woman,United States of America,Master’s degree,Data Analyst,Computers/Technology,Junior,100K - 200K,PyCharm 
22539,35-39,Woman,United States of America,Master’s degree,Data Analyst,Computers/Technology,Junior,100K - 200K,Jupyter Notebook
22545,45-49,Man,France,Master’s degree,Data Analyst,,Junior,, Notepad++
22545,45-49,Man,France,Master’s degree,Data Analyst,,Junior,,Jupyter Notebook
22550,30-34,Man,Indonesia,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,< 25K,Jupyter Notebook
22551,35-39,Man,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Senior+,< 25K,JupyterLab 
22551,35-39,Man,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Senior+,< 25K,Visual Studio 
22551,35-39,Man,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Senior+,< 25K,Jupyter Notebook
22554,25-29,Man,United States of America,Master’s degree,Business Analyst,Energy/Mining,Junior,50K - 100K,JupyterLab 
22554,25-29,Man,United States of America,Master’s degree,Business Analyst,Energy/Mining,Junior,50K - 100K,RStudio 
22554,25-29,Man,United States of America,Master’s degree,Business Analyst,Energy/Mining,Junior,50K - 100K,Jupyter Notebook
22575,22-24,Nonbinary,United States of America,Bachelor’s degree,Business Analyst,Other,Junior,,RStudio 
22578,35-39,Man,India,Master’s degree,Business Analyst,Academics/Education,Senior+,< 25K,RStudio 
22578,35-39,Man,India,Master’s degree,Business Analyst,Academics/Education,Senior+,< 25K,Jupyter Notebook
22593,18-21,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,JupyterLab 
22593,18-21,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,Visual Studio Code (VSCode) 
22595,22-24,Man,Russia,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,PyCharm 
22595,22-24,Man,Russia,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Jupyter Notebook
22612,25-29,Man,Greece,Bachelor’s degree,Business Analyst,Marketing/CRM,Senior,< 25K,PyCharm 
22612,25-29,Man,Greece,Bachelor’s degree,Business Analyst,Marketing/CRM,Senior,< 25K, Spyder
22612,25-29,Man,Greece,Bachelor’s degree,Business Analyst,Marketing/CRM,Senior,< 25K, Sublime Text
22622,30-34,Man,China,Doctoral degree,Data Analyst,Academics/Education,Mid,25K - 50K,RStudio 
22632,22-24,Man,South Korea,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Junior,< 25K,RStudio 
22632,22-24,Man,South Korea,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Junior,< 25K,Visual Studio Code (VSCode) 
22632,22-24,Man,South Korea,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Junior,< 25K,Jupyter Notebook
22635,30-34,Man,United States of America,Bachelor’s degree,Business Analyst,,Mid,,Visual Studio Code (VSCode) 
22635,30-34,Man,United States of America,Bachelor’s degree,Business Analyst,,Mid,,Jupyter Notebook
22637,25-29,Man,Japan,No formal education past high school,Data Analyst,Academics/Education,Junior,< 25K,Jupyter Notebook
22642,50-54,Man,Russia,Master’s degree,Data Analyst,Computers/Technology,Senior+,25K - 50K,RStudio 
22642,50-54,Man,Russia,Master’s degree,Data Analyst,Computers/Technology,Senior+,25K - 50K,PyCharm 
22642,50-54,Man,Russia,Master’s degree,Data Analyst,Computers/Technology,Senior+,25K - 50K, Spyder
22642,50-54,Man,Russia,Master’s degree,Data Analyst,Computers/Technology,Senior+,25K - 50K, Sublime Text
22642,50-54,Man,Russia,Master’s degree,Data Analyst,Computers/Technology,Senior+,25K - 50K,Jupyter Notebook
22643,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,100K - 200K,Visual Studio Code (VSCode) 
22643,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,100K - 200K,Jupyter Notebook
22648,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Senior+,25K - 50K, Sublime Text
22649,18-21,Man,Other,Some college/university study without earning a bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K, Sublime Text
22650,45-49,Man,Japan,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,< 25K,Visual Studio Code (VSCode) 
22650,45-49,Man,Japan,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,< 25K,Jupyter Notebook
22651,45-49,Man,Brazil,Master’s degree,Data Analyst,Energy/Mining,Senior+,25K - 50K,JupyterLab 
22651,45-49,Man,Brazil,Master’s degree,Data Analyst,Energy/Mining,Senior+,25K - 50K,RStudio 
22651,45-49,Man,Brazil,Master’s degree,Data Analyst,Energy/Mining,Senior+,25K - 50K, Notepad++
22661,22-24,Man,Pakistan,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,PyCharm 
22661,22-24,Man,Pakistan,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, Spyder
22661,22-24,Man,Pakistan,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Jupyter Notebook
22675,25-29,Man,Japan,Master’s degree,Data Analyst,Energy/Mining,Mid,50K - 100K,Visual Studio Code (VSCode) 
22675,25-29,Man,Japan,Master’s degree,Data Analyst,Energy/Mining,Mid,50K - 100K, Sublime Text
22675,25-29,Man,Japan,Master’s degree,Data Analyst,Energy/Mining,Mid,50K - 100K,MATLAB 
22675,25-29,Man,Japan,Master’s degree,Data Analyst,Energy/Mining,Mid,50K - 100K,Jupyter Notebook
22686,22-24,Woman,Viet Nam,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Visual Studio Code (VSCode) 
22686,22-24,Woman,Viet Nam,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Jupyter Notebook
22687,50-54,Man,Nigeria,Master’s degree,Business Analyst,Government/Public Service,Mid,< 25K,RStudio 
22687,50-54,Man,Nigeria,Master’s degree,Business Analyst,Government/Public Service,Mid,< 25K,Visual Studio Code (VSCode) 
22711,30-34,Man,Australia,Master’s degree,Data Analyst,Marketing/CRM,Mid,,RStudio 
22711,30-34,Man,Australia,Master’s degree,Data Analyst,Marketing/CRM,Mid,,Jupyter Notebook
22737,30-34,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,
22738,18-21,Man,Pakistan,Bachelor’s degree,Data Analyst,,Mid,,JupyterLab 
22738,18-21,Man,Pakistan,Bachelor’s degree,Data Analyst,,Mid,,Visual Studio Code (VSCode) 
22738,18-21,Man,Pakistan,Bachelor’s degree,Data Analyst,,Mid,,PyCharm 
22738,18-21,Man,Pakistan,Bachelor’s degree,Data Analyst,,Mid,,Jupyter Notebook
22748,30-34,Man,Brazil,Bachelor’s degree,Business Analyst,Other,Junior,< 25K,Jupyter Notebook
22770,25-29,Man,Peru,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Jupyter Notebook
22786,60-69,Man,Morocco,Doctoral degree,Business Analyst,Other,Senior,< 25K,Visual Studio Code (VSCode) 
22786,60-69,Man,Morocco,Doctoral degree,Business Analyst,Other,Senior,< 25K,Jupyter Notebook
22790,22-24,Woman,India,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Visual Studio 
22790,22-24,Woman,India,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K, Notepad++
22807,18-21,Prefer not to say,India,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K,Visual Studio Code (VSCode) 
22808,45-49,Woman,India,Doctoral degree,Data Analyst,,Senior+,,RStudio 
22823,25-29,Man,China,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Visual Studio Code (VSCode) 
22823,25-29,Man,China,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,PyCharm 
22823,25-29,Man,China,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K, Vim / Emacs
22823,25-29,Man,China,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Jupyter Notebook
22827,22-24,Man,India,Master’s degree,Data Analyst,Computers/Technology,Sin experiencia,25K - 50K,
22848,25-29,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,JupyterLab 
22848,25-29,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Visual Studio Code (VSCode) 
22848,25-29,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K, Spyder
22848,25-29,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Jupyter Notebook
22849,35-39,Man,Germany,Doctoral degree,Data Analyst,Other,Junior,< 25K, Vim / Emacs
22852,30-34,Man,United States of America,I prefer not to answer,Business Analyst,Retail/Sales,Sin experiencia,25K - 50K,
22857,25-29,Man,Mexico,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K,Visual Studio Code (VSCode) 
22857,25-29,Man,Mexico,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K,Jupyter Notebook
22860,25-29,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Visual Studio Code (VSCode) 
22860,25-29,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,PyCharm 
22860,25-29,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Sublime Text
22861,22-24,Woman,Russia,Bachelor’s degree,Data Analyst,Academics/Education,Junior,, Notepad++
22861,22-24,Woman,Russia,Bachelor’s degree,Data Analyst,Academics/Education,Junior,,Jupyter Notebook
22871,25-29,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,JupyterLab 
22871,25-29,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Visual Studio Code (VSCode) 
22871,25-29,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Jupyter Notebook
22878,40-44,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,25K - 50K, None
22879,30-34,Man,Turkey,Master’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,
22892,25-29,Woman,South Korea,I prefer not to answer,Data Analyst,Other,Junior,< 25K,PyCharm 
22894,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,,Junior,,JupyterLab 
22894,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,,Junior,,RStudio 
22894,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,,Junior,,Visual Studio 
22894,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,,Junior,,PyCharm 
22894,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,,Junior,, Notepad++
22894,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,,Junior,, Sublime Text
22894,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,,Junior,,Jupyter Notebook
22903,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Visual Studio Code (VSCode) 
22907,22-24,Man,India,Bachelor’s degree,Data Analyst,,Junior,, Spyder
22919,60-69,Man,United States of America,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K,JupyterLab 
22919,60-69,Man,United States of America,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K,Visual Studio 
22919,60-69,Man,United States of America,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K,Visual Studio Code (VSCode) 
22919,60-69,Man,United States of America,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K,Jupyter Notebook
22921,30-34,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,50K - 100K,Visual Studio Code (VSCode) 
22921,30-34,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,50K - 100K,PyCharm 
22921,30-34,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,50K - 100K,Jupyter Notebook
22923,25-29,Man,Italy,Master’s degree,Data Analyst,Marketing/CRM,Mid,25K - 50K,Jupyter Notebook
22927,50-54,Man,Pakistan,Bachelor’s degree,Business Analyst,Broadcasting/Communications,Junior,< 25K,RStudio 
22927,50-54,Man,Pakistan,Bachelor’s degree,Business Analyst,Broadcasting/Communications,Junior,< 25K, Other
22931,25-29,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,JupyterLab 
22931,25-29,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,Visual Studio 
22931,25-29,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,Jupyter Notebook
22944,40-44,Man,Brazil,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,JupyterLab 
22944,40-44,Man,Brazil,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Visual Studio 
22944,40-44,Man,Brazil,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,PyCharm 
22944,40-44,Man,Brazil,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Notepad++
22944,40-44,Man,Brazil,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Jupyter Notebook
22946,40-44,Man,Egypt,Bachelor’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,
22948,18-21,Man,Ukraine,I prefer not to answer,Data Analyst,Computers/Technology,Junior,,JupyterLab 
22948,18-21,Man,Ukraine,I prefer not to answer,Data Analyst,Computers/Technology,Junior,,PyCharm 
22948,18-21,Man,Ukraine,I prefer not to answer,Data Analyst,Computers/Technology,Junior,, Sublime Text
22951,25-29,Woman,Nigeria,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,Visual Studio Code (VSCode) 
22951,25-29,Woman,Nigeria,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,PyCharm 
22951,25-29,Woman,Nigeria,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 25K, Spyder
22951,25-29,Woman,Nigeria,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,Jupyter Notebook
22953,22-24,Man,India,Bachelor’s degree,Business Analyst,Medical/Pharmaceutical,Senior,< 25K,JupyterLab 
22953,22-24,Man,India,Bachelor’s degree,Business Analyst,Medical/Pharmaceutical,Senior,< 25K, Notepad++
22960,25-29,Woman,United States of America,Doctoral degree,Data Analyst,Insurance/Risk Assessment,Senior,100K - 200K,RStudio 
22960,25-29,Woman,United States of America,Doctoral degree,Data Analyst,Insurance/Risk Assessment,Senior,100K - 200K,Visual Studio Code (VSCode) 
22960,25-29,Woman,United States of America,Doctoral degree,Data Analyst,Insurance/Risk Assessment,Senior,100K - 200K,Jupyter Notebook
22977,25-29,Man,India,Bachelor’s degree,Business Analyst,Marketing/CRM,Sin experiencia,< 25K,
22983,25-29,Man,Other,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Jupyter Notebook
22988,30-34,Man,Japan,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,RStudio 
22988,30-34,Man,Japan,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Visual Studio Code (VSCode) 
22988,30-34,Man,Japan,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Jupyter Notebook
22993,22-24,Man,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,RStudio 
22993,22-24,Man,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,PyCharm 
22993,22-24,Man,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Jupyter Notebook
22996,22-24,Man,Nigeria,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Jupyter Notebook
22997,25-29,Woman,Indonesia,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,RStudio 
23009,35-39,Man,France,Master’s degree,Data Analyst,Academics/Education,Mid,< 25K,Visual Studio Code (VSCode) 
23009,35-39,Man,France,Master’s degree,Data Analyst,Academics/Education,Mid,< 25K,Jupyter Notebook
23016,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Broadcasting/Communications,Senior+,50K - 100K, Notepad++
23016,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Broadcasting/Communications,Senior+,50K - 100K,Jupyter Notebook
23018,18-21,Woman,China,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,RStudio 
23018,18-21,Woman,China,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,PyCharm 
23018,18-21,Woman,China,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Spyder
23018,18-21,Woman,China,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Notepad++
23018,18-21,Woman,China,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,MATLAB 
23018,18-21,Woman,China,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Jupyter Notebook
23026,18-21,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,,Visual Studio Code (VSCode) 
23026,18-21,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,,PyCharm 
23026,18-21,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,,Jupyter Notebook
23027,22-24,Man,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,JupyterLab 
23027,22-24,Man,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Jupyter Notebook
23042,50-54,Man,Japan,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,RStudio 
23042,50-54,Man,Japan,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K, Spyder
23043,25-29,Woman,Spain,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Visual Studio 
23043,25-29,Woman,Spain,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Jupyter Notebook
23045,40-44,Man,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Senior+,< 25K,Visual Studio Code (VSCode) 
23045,40-44,Man,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Senior+,< 25K, Notepad++
23045,40-44,Man,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Senior+,< 25K, Vim / Emacs
23074,25-29,Man,Kenya,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,RStudio 
23074,25-29,Man,Kenya,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,PyCharm 
23074,25-29,Man,Kenya,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,Jupyter Notebook
23078,50-54,Man,India,Master’s degree,Business Analyst,Energy/Mining,Junior,25K - 50K,JupyterLab 
23078,50-54,Man,India,Master’s degree,Business Analyst,Energy/Mining,Junior,25K - 50K, Notepad++
23078,50-54,Man,India,Master’s degree,Business Analyst,Energy/Mining,Junior,25K - 50K,MATLAB 
23078,50-54,Man,India,Master’s degree,Business Analyst,Energy/Mining,Junior,25K - 50K,Jupyter Notebook
23078,50-54,Man,India,Master’s degree,Business Analyst,Energy/Mining,Junior,25K - 50K, Other
23089,25-29,Woman,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,,PyCharm 
23089,25-29,Woman,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,,Jupyter Notebook
23092,25-29,Man,Nigeria,Some college/university study without earning a bachelor’s degree,Business Analyst,Retail/Sales,Sin experiencia,< 25K,
23095,25-29,Man,Russia,Bachelor’s degree,Data Analyst,Marketing/CRM,Mid,< 25K, Other
23096,22-24,Woman,Ukraine,Master’s degree,Data Analyst,Broadcasting/Communications,Mid,< 25K,Visual Studio 
23096,22-24,Woman,Ukraine,Master’s degree,Data Analyst,Broadcasting/Communications,Mid,< 25K,PyCharm 
23096,22-24,Woman,Ukraine,Master’s degree,Data Analyst,Broadcasting/Communications,Mid,< 25K,Jupyter Notebook
23110,35-39,Woman,United States of America,Master’s degree,Data Analyst,Computers/Technology,Senior,100K - 200K, Sublime Text
23110,35-39,Woman,United States of America,Master’s degree,Data Analyst,Computers/Technology,Senior,100K - 200K,Jupyter Notebook
23114,45-49,Man,United States of America,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,50K - 100K,Visual Studio Code (VSCode) 
23114,45-49,Man,United States of America,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,50K - 100K,Jupyter Notebook
23118,25-29,Man,China,Master’s degree,Data Analyst,Computers/Technology,Mid,25K - 50K, Spyder
23118,25-29,Man,China,Master’s degree,Data Analyst,Computers/Technology,Mid,25K - 50K, Notepad++
23118,25-29,Man,China,Master’s degree,Data Analyst,Computers/Technology,Mid,25K - 50K,MATLAB 
23125,25-29,Woman,United States of America,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K,JupyterLab 
23125,25-29,Woman,United States of America,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K,RStudio 
23125,25-29,Woman,United States of America,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K,Jupyter Notebook
23127,25-29,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,JupyterLab 
23142,30-34,Man,Ghana,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,RStudio 
