index,age,gender,country,education,role,field,cat_experience,cat_salary,learn_unido
21400,25-29,Man,Peru,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,MySQL 
21400,25-29,Man,Peru,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Microsoft Azure SQL Database 
21482,22-24,Woman,Turkey,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,50K - 100K,MySQL 
21482,22-24,Woman,Turkey,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,50K - 100K,PostgreSQL 
21482,22-24,Woman,Turkey,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,50K - 100K,Oracle Database 
21482,22-24,Woman,Turkey,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,50K - 100K,Microsoft SQL Server 
21482,22-24,Woman,Turkey,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,50K - 100K,Microsoft Azure SQL Database 
21484,30-34,Man,Egypt,Some college/university study without earning a bachelor’s degree,Business Analyst,Retail/Sales,Sin experiencia,< 25K,Amazon RDS 
21517,25-29,Man,Taiwan,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,PostgreSQL 
21517,25-29,Man,Taiwan,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Oracle Database 
21517,25-29,Man,Taiwan,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,MongoDB 
21517,25-29,Man,Taiwan,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,IBM Db2 
21517,25-29,Man,Taiwan,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Microsoft SQL Server 
21517,25-29,Man,Taiwan,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Google Cloud BigQuery 
21585,22-24,Man,Bangladesh,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,MySQL 
21585,22-24,Man,Bangladesh,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,Microsoft Azure SQL Database 
21585,22-24,Man,Bangladesh,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,Google Cloud Spanner 
21605,22-24,Man,Russia,Doctoral degree,Business Analyst,Academics/Education,Junior,< 25K,MySQL 
21605,22-24,Man,Russia,Doctoral degree,Business Analyst,Academics/Education,Junior,< 25K,PostgreSQL 
21605,22-24,Man,Russia,Doctoral degree,Business Analyst,Academics/Education,Junior,< 25K,SQLite 
21605,22-24,Man,Russia,Doctoral degree,Business Analyst,Academics/Education,Junior,< 25K,Oracle Database 
21605,22-24,Man,Russia,Doctoral degree,Business Analyst,Academics/Education,Junior,< 25K,MongoDB 
21605,22-24,Man,Russia,Doctoral degree,Business Analyst,Academics/Education,Junior,< 25K,Snowflake 
21605,22-24,Man,Russia,Doctoral degree,Business Analyst,Academics/Education,Junior,< 25K,IBM Db2 
21605,22-24,Man,Russia,Doctoral degree,Business Analyst,Academics/Education,Junior,< 25K,Microsoft SQL Server 
21605,22-24,Man,Russia,Doctoral degree,Business Analyst,Academics/Education,Junior,< 25K,Microsoft Azure SQL Database 
21605,22-24,Man,Russia,Doctoral degree,Business Analyst,Academics/Education,Junior,< 25K,Microsoft Azure Cosmos DB 
21605,22-24,Man,Russia,Doctoral degree,Business Analyst,Academics/Education,Junior,< 25K,Amazon Redshift 
21605,22-24,Man,Russia,Doctoral degree,Business Analyst,Academics/Education,Junior,< 25K,Amazon Aurora 
21605,22-24,Man,Russia,Doctoral degree,Business Analyst,Academics/Education,Junior,< 25K,Amazon DynamoDB 
21605,22-24,Man,Russia,Doctoral degree,Business Analyst,Academics/Education,Junior,< 25K,Amazon RDS 
21605,22-24,Man,Russia,Doctoral degree,Business Analyst,Academics/Education,Junior,< 25K,Google Cloud BigQuery 
21605,22-24,Man,Russia,Doctoral degree,Business Analyst,Academics/Education,Junior,< 25K,Google Cloud SQL 
21605,22-24,Man,Russia,Doctoral degree,Business Analyst,Academics/Education,Junior,< 25K,Google Cloud Firestore 
21605,22-24,Man,Russia,Doctoral degree,Business Analyst,Academics/Education,Junior,< 25K,Google Cloud BigTable 
21605,22-24,Man,Russia,Doctoral degree,Business Analyst,Academics/Education,Junior,< 25K,Google Cloud Spanner 
21651,25-29,Man,Kazakhstan,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Oracle Database 
21688,22-24,Woman,United States of America,Bachelor’s degree,Data Analyst,Military/Security/Defense,Junior,50K - 100K,PostgreSQL 
21688,22-24,Woman,United States of America,Bachelor’s degree,Data Analyst,Military/Security/Defense,Junior,50K - 100K,Oracle Database 
21706,25-29,Man,Colombia,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,MySQL 
21706,25-29,Man,Colombia,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,PostgreSQL 
21706,25-29,Man,Colombia,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,SQLite 
21706,25-29,Man,Colombia,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,MongoDB 
21706,25-29,Man,Colombia,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,Microsoft SQL Server 
21706,25-29,Man,Colombia,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,Microsoft Azure SQL Database 
21706,25-29,Man,Colombia,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,Amazon DynamoDB 
21706,25-29,Man,Colombia,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,Amazon RDS 
21706,25-29,Man,Colombia,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,Google Cloud BigQuery 
21706,25-29,Man,Colombia,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,Google Cloud SQL 
21732,45-49,Man,China,Master’s degree,Data Analyst,Retail/Sales,Mid,< 25K,PostgreSQL 
21732,45-49,Man,China,Master’s degree,Data Analyst,Retail/Sales,Mid,< 25K,Amazon RDS 
21732,45-49,Man,China,Master’s degree,Data Analyst,Retail/Sales,Mid,< 25K,Google Cloud BigQuery 
21732,45-49,Man,China,Master’s degree,Data Analyst,Retail/Sales,Mid,< 25K,Google Cloud Firestore 
21748,18-21,Man,India,Master’s degree,Business Analyst,Non-profit/Service,Junior,< 25K,MySQL 
21748,18-21,Man,India,Master’s degree,Business Analyst,Non-profit/Service,Junior,< 25K,PostgreSQL 
21748,18-21,Man,India,Master’s degree,Business Analyst,Non-profit/Service,Junior,< 25K,Microsoft Azure SQL Database 
21748,18-21,Man,India,Master’s degree,Business Analyst,Non-profit/Service,Junior,< 25K,Amazon Aurora 
21748,18-21,Man,India,Master’s degree,Business Analyst,Non-profit/Service,Junior,< 25K,Google Cloud BigQuery 
21748,18-21,Man,India,Master’s degree,Business Analyst,Non-profit/Service,Junior,< 25K,Google Cloud SQL 
21764,35-39,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,MySQL 
21764,35-39,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,PostgreSQL 
21764,35-39,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,SQLite 
21764,35-39,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Google Cloud BigQuery 
21764,35-39,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Google Cloud SQL 
21764,35-39,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Google Cloud Firestore 
21764,35-39,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Google Cloud BigTable 
21764,35-39,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Google Cloud Spanner 
21814,35-39,Man,Singapore,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K,MySQL 
21814,35-39,Man,Singapore,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K,PostgreSQL 
21814,35-39,Man,Singapore,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K,Oracle Database 
21814,35-39,Man,Singapore,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K,MongoDB 
21814,35-39,Man,Singapore,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K,Microsoft SQL Server 
21814,35-39,Man,Singapore,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K,Microsoft Azure SQL Database 
21814,35-39,Man,Singapore,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K,Microsoft Azure Cosmos DB 
21814,35-39,Man,Singapore,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K,Amazon RDS 
21814,35-39,Man,Singapore,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K,Google Cloud SQL 
21814,35-39,Man,Singapore,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K,Google Cloud BigTable 
21814,35-39,Man,Singapore,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K,Google Cloud Spanner 
21830,30-34,Man,Colombia,Bachelor’s degree,Business Analyst,Other,Junior,< 25K,MySQL 
21830,30-34,Man,Colombia,Bachelor’s degree,Business Analyst,Other,Junior,< 25K,MongoDB 
21830,30-34,Man,Colombia,Bachelor’s degree,Business Analyst,Other,Junior,< 25K,Microsoft Azure SQL Database 
21851,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Other
21866,18-21,Man,France,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,MySQL 
21866,18-21,Man,France,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Oracle Database 
21874,25-29,Man,Poland,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,MySQL 
21874,25-29,Man,Poland,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,PostgreSQL 
21874,25-29,Man,Poland,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Oracle Database 
21874,25-29,Man,Poland,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,MongoDB 
21874,25-29,Man,Poland,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Snowflake 
21874,25-29,Man,Poland,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Amazon Redshift 
21874,25-29,Man,Poland,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Amazon Aurora 
21874,25-29,Man,Poland,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Amazon DynamoDB 
21874,25-29,Man,Poland,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Amazon RDS 
21883,30-34,Man,China,Master’s degree,Business Analyst,Manufacturing/Fabrication,Mid,25K - 50K,SQLite 
21885,55-59,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Senior+,100K - 200K,MySQL 
21885,55-59,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Senior+,100K - 200K,PostgreSQL 
21885,55-59,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Senior+,100K - 200K,Oracle Database 
21885,55-59,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Senior+,100K - 200K,MongoDB 
21885,55-59,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Senior+,100K - 200K,Microsoft SQL Server 
21885,55-59,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Senior+,100K - 200K,Microsoft Azure SQL Database 
21885,55-59,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Senior+,100K - 200K,Microsoft Azure Cosmos DB 
21885,55-59,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Senior+,100K - 200K,Amazon Redshift 
21885,55-59,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Senior+,100K - 200K,Amazon Aurora 
21885,55-59,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Senior+,100K - 200K,Amazon RDS 
21885,55-59,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Senior+,100K - 200K,Google Cloud BigQuery 
21885,55-59,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Senior+,100K - 200K,Google Cloud SQL 
21885,55-59,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Senior+,100K - 200K,Google Cloud Firestore 
21885,55-59,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Senior+,100K - 200K,Google Cloud Spanner 
21886,25-29,Woman,Nigeria,Master’s degree,Business Analyst,Manufacturing/Fabrication,Sin experiencia,< 25K,MySQL 
21886,25-29,Woman,Nigeria,Master’s degree,Business Analyst,Manufacturing/Fabrication,Sin experiencia,< 25K,PostgreSQL 
21886,25-29,Woman,Nigeria,Master’s degree,Business Analyst,Manufacturing/Fabrication,Sin experiencia,< 25K,SQLite 
21886,25-29,Woman,Nigeria,Master’s degree,Business Analyst,Manufacturing/Fabrication,Sin experiencia,< 25K,Microsoft Azure SQL Database 
21886,25-29,Woman,Nigeria,Master’s degree,Business Analyst,Manufacturing/Fabrication,Sin experiencia,< 25K,Google Cloud SQL 
21894,30-34,Man,Germany,Some college/university study without earning a bachelor’s degree,Data Analyst,Shipping/Transportation,Mid,50K - 100K,Microsoft SQL Server 
21898,40-44,Man,Russia,Master’s degree,Business Analyst,Energy/Mining,Senior+,25K - 50K,PostgreSQL 
21898,40-44,Man,Russia,Master’s degree,Business Analyst,Energy/Mining,Senior+,25K - 50K,SQLite 
21898,40-44,Man,Russia,Master’s degree,Business Analyst,Energy/Mining,Senior+,25K - 50K,MongoDB 
21951,22-24,Man,Egypt,No formal education past high school,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,MySQL 
21951,22-24,Man,Egypt,No formal education past high school,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,SQLite 
21956,25-29,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Sin experiencia,50K - 100K,MySQL 
21969,25-29,Man,Iraq,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K,SQLite 
21999,25-29,Man,India,Bachelor’s degree,Business Analyst,Accounting/Finance,Sin experiencia,50K - 100K,MongoDB 
21999,25-29,Man,India,Bachelor’s degree,Business Analyst,Accounting/Finance,Sin experiencia,50K - 100K,Amazon Aurora 
21999,25-29,Man,India,Bachelor’s degree,Business Analyst,Accounting/Finance,Sin experiencia,50K - 100K,Google Cloud BigQuery 
22015,18-21,Man,Indonesia,Bachelor’s degree,Data Analyst,Academics/Education,Sin experiencia,< 25K,Microsoft SQL Server 
22030,25-29,Man,Sri Lanka,Master’s degree,Data Analyst,Broadcasting/Communications,Mid,< 25K,Oracle Database 
22061,25-29,Man,United States of America,Bachelor’s degree,Business Analyst,Marketing/CRM,Sin experiencia,50K - 100K,Oracle Database 
22061,25-29,Man,United States of America,Bachelor’s degree,Business Analyst,Marketing/CRM,Sin experiencia,50K - 100K,IBM Db2 
22061,25-29,Man,United States of America,Bachelor’s degree,Business Analyst,Marketing/CRM,Sin experiencia,50K - 100K,Microsoft Azure SQL Database 
22061,25-29,Man,United States of America,Bachelor’s degree,Business Analyst,Marketing/CRM,Sin experiencia,50K - 100K,Amazon RDS 
22061,25-29,Man,United States of America,Bachelor’s degree,Business Analyst,Marketing/CRM,Sin experiencia,50K - 100K,Google Cloud BigQuery 
22069,35-39,Man,United States of America,Bachelor’s degree,Data Analyst,Academics/Education,Sin experiencia,< 25K,MySQL 
22069,35-39,Man,United States of America,Bachelor’s degree,Data Analyst,Academics/Education,Sin experiencia,< 25K,Microsoft SQL Server 
22069,35-39,Man,United States of America,Bachelor’s degree,Data Analyst,Academics/Education,Sin experiencia,< 25K,Microsoft Azure SQL Database 
22069,35-39,Man,United States of America,Bachelor’s degree,Data Analyst,Academics/Education,Sin experiencia,< 25K,Amazon Aurora 
22131,50-54,Man,India,Bachelor’s degree,Data Analyst,Retail/Sales,Sin experiencia,25K - 50K,Google Cloud BigQuery 
22131,50-54,Man,India,Bachelor’s degree,Data Analyst,Retail/Sales,Sin experiencia,25K - 50K,Google Cloud SQL 
22131,50-54,Man,India,Bachelor’s degree,Data Analyst,Retail/Sales,Sin experiencia,25K - 50K,Google Cloud BigTable 
22235,50-54,Woman,United States of America,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,MySQL 
22235,50-54,Woman,United States of America,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,PostgreSQL 
22235,50-54,Woman,United States of America,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Microsoft SQL Server 
22235,50-54,Woman,United States of America,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Google Cloud SQL 
22237,30-34,Man,India,No formal education past high school,Business Analyst,Accounting/Finance,Junior,< 25K,Amazon RDS 
22262,45-49,Man,Canada,Master’s degree,Data Analyst,Computers/Technology,Mid,50K - 100K,MySQL 
22262,45-49,Man,Canada,Master’s degree,Data Analyst,Computers/Technology,Mid,50K - 100K,MongoDB 
22262,45-49,Man,Canada,Master’s degree,Data Analyst,Computers/Technology,Mid,50K - 100K,Snowflake 
22262,45-49,Man,Canada,Master’s degree,Data Analyst,Computers/Technology,Mid,50K - 100K,Microsoft SQL Server 
22262,45-49,Man,Canada,Master’s degree,Data Analyst,Computers/Technology,Mid,50K - 100K,Amazon DynamoDB 
22262,45-49,Man,Canada,Master’s degree,Data Analyst,Computers/Technology,Mid,50K - 100K,Amazon RDS 
22298,30-34,Man,Turkey,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,MySQL 
22298,30-34,Man,Turkey,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,SQLite 
22298,30-34,Man,Turkey,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,Oracle Database 
22298,30-34,Man,Turkey,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,Microsoft SQL Server 
22298,30-34,Man,Turkey,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,Microsoft Azure SQL Database 
22298,30-34,Man,Turkey,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,Amazon RDS 
22298,30-34,Man,Turkey,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,Google Cloud SQL 
22316,18-21,Man,Egypt,Some college/university study without earning a bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 25K,MySQL 
22316,18-21,Man,Egypt,Some college/university study without earning a bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 25K,Google Cloud Firestore 
22382,25-29,Man,Turkey,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Senior,< 25K,MySQL 
22382,25-29,Man,Turkey,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Senior,< 25K,SQLite 
22382,25-29,Man,Turkey,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Senior,< 25K,Microsoft SQL Server 
22382,25-29,Man,Turkey,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Senior,< 25K,Google Cloud BigTable 
22384,40-44,Man,Italy,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,< 25K,MySQL 
22384,40-44,Man,Italy,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,< 25K,PostgreSQL 
22384,40-44,Man,Italy,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,< 25K,MongoDB 
22384,40-44,Man,Italy,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,< 25K,IBM Db2 
22384,40-44,Man,Italy,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,< 25K,Microsoft SQL Server 
22384,40-44,Man,Italy,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,< 25K,Microsoft Azure SQL Database 
22384,40-44,Man,Italy,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,< 25K,Amazon DynamoDB 
22384,40-44,Man,Italy,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,< 25K,Google Cloud BigQuery 
22429,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,MySQL 
22429,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Microsoft SQL Server 
22429,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Microsoft Azure Cosmos DB 
22429,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Amazon Aurora 
22429,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Amazon RDS 
22429,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Google Cloud BigQuery 
22429,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Google Cloud SQL 
22429,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Google Cloud Firestore 
22429,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Google Cloud BigTable 
22429,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Google Cloud Spanner 
22432,35-39,Woman,India,Bachelor’s degree,Data Analyst,Other,Mid,50K - 100K,MySQL 
22432,35-39,Woman,India,Bachelor’s degree,Data Analyst,Other,Mid,50K - 100K,PostgreSQL 
22432,35-39,Woman,India,Bachelor’s degree,Data Analyst,Other,Mid,50K - 100K,SQLite 
22432,35-39,Woman,India,Bachelor’s degree,Data Analyst,Other,Mid,50K - 100K,MongoDB 
22432,35-39,Woman,India,Bachelor’s degree,Data Analyst,Other,Mid,50K - 100K,Snowflake 
22432,35-39,Woman,India,Bachelor’s degree,Data Analyst,Other,Mid,50K - 100K,Microsoft SQL Server 
22454,25-29,Man,Poland,Master’s degree,Business Analyst,Retail/Sales,Junior,< 25K,MySQL 
22454,25-29,Man,Poland,Master’s degree,Business Analyst,Retail/Sales,Junior,< 25K,PostgreSQL 
22454,25-29,Man,Poland,Master’s degree,Business Analyst,Retail/Sales,Junior,< 25K,SQLite 
22454,25-29,Man,Poland,Master’s degree,Business Analyst,Retail/Sales,Junior,< 25K,Oracle Database 
22454,25-29,Man,Poland,Master’s degree,Business Analyst,Retail/Sales,Junior,< 25K,Microsoft SQL Server 
22454,25-29,Man,Poland,Master’s degree,Business Analyst,Retail/Sales,Junior,< 25K,Google Cloud BigQuery 
22454,25-29,Man,Poland,Master’s degree,Business Analyst,Retail/Sales,Junior,< 25K,Google Cloud SQL 
22454,25-29,Man,Poland,Master’s degree,Business Analyst,Retail/Sales,Junior,< 25K,Google Cloud Firestore 
22454,25-29,Man,Poland,Master’s degree,Business Analyst,Retail/Sales,Junior,< 25K,Google Cloud BigTable 
22454,25-29,Man,Poland,Master’s degree,Business Analyst,Retail/Sales,Junior,< 25K,Google Cloud Spanner 
22493,25-29,Man,Nigeria,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,MySQL 
22493,25-29,Man,Nigeria,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,MongoDB 
22493,25-29,Man,Nigeria,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Microsoft Azure SQL Database 
22493,25-29,Man,Nigeria,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Microsoft Azure Cosmos DB 
22493,25-29,Man,Nigeria,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Google Cloud SQL 
22498,22-24,Man,Portugal,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,MySQL 
22498,22-24,Man,Portugal,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,PostgreSQL 
22511,35-39,Woman,Portugal,Doctoral degree,Data Analyst,Other,Senior+,25K - 50K,Oracle Database 
22511,35-39,Woman,Portugal,Doctoral degree,Data Analyst,Other,Senior+,25K - 50K,Google Cloud BigQuery 
22550,30-34,Man,Indonesia,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,< 25K,Google Cloud BigQuery 
22550,30-34,Man,Indonesia,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,< 25K,Google Cloud SQL 
22554,25-29,Man,United States of America,Master’s degree,Business Analyst,Energy/Mining,Junior,50K - 100K,SQLite 
22554,25-29,Man,United States of America,Master’s degree,Business Analyst,Energy/Mining,Junior,50K - 100K,Snowflake 
22554,25-29,Man,United States of America,Master’s degree,Business Analyst,Energy/Mining,Junior,50K - 100K,Microsoft SQL Server 
22554,25-29,Man,United States of America,Master’s degree,Business Analyst,Energy/Mining,Junior,50K - 100K,Microsoft Azure SQL Database 
22554,25-29,Man,United States of America,Master’s degree,Business Analyst,Energy/Mining,Junior,50K - 100K,Microsoft Azure Cosmos DB 
22554,25-29,Man,United States of America,Master’s degree,Business Analyst,Energy/Mining,Junior,50K - 100K,Amazon RDS 
22593,18-21,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,PostgreSQL 
22593,18-21,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,MongoDB 
22632,22-24,Man,South Korea,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Junior,< 25K,MySQL 
22649,18-21,Man,Other,Some college/university study without earning a bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,Other
22651,45-49,Man,Brazil,Master’s degree,Data Analyst,Energy/Mining,Senior+,25K - 50K,MongoDB 
22651,45-49,Man,Brazil,Master’s degree,Data Analyst,Energy/Mining,Senior+,25K - 50K,Microsoft Azure Cosmos DB 
22651,45-49,Man,Brazil,Master’s degree,Data Analyst,Energy/Mining,Senior+,25K - 50K,Google Cloud BigQuery 
22661,22-24,Man,Pakistan,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,MySQL 
22661,22-24,Man,Pakistan,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Google Cloud Firestore 
22675,25-29,Man,Japan,Master’s degree,Data Analyst,Energy/Mining,Mid,50K - 100K,Microsoft Azure SQL Database 
22675,25-29,Man,Japan,Master’s degree,Data Analyst,Energy/Mining,Mid,50K - 100K,Microsoft Azure Cosmos DB 
22675,25-29,Man,Japan,Master’s degree,Data Analyst,Energy/Mining,Mid,50K - 100K,Amazon Redshift 
22675,25-29,Man,Japan,Master’s degree,Data Analyst,Energy/Mining,Mid,50K - 100K,Amazon Aurora 
22675,25-29,Man,Japan,Master’s degree,Data Analyst,Energy/Mining,Mid,50K - 100K,Amazon DynamoDB 
22675,25-29,Man,Japan,Master’s degree,Data Analyst,Energy/Mining,Mid,50K - 100K,Amazon RDS 
22675,25-29,Man,Japan,Master’s degree,Data Analyst,Energy/Mining,Mid,50K - 100K,Google Cloud BigQuery 
22675,25-29,Man,Japan,Master’s degree,Data Analyst,Energy/Mining,Mid,50K - 100K,Google Cloud SQL 
22675,25-29,Man,Japan,Master’s degree,Data Analyst,Energy/Mining,Mid,50K - 100K,Google Cloud Firestore 
22675,25-29,Man,Japan,Master’s degree,Data Analyst,Energy/Mining,Mid,50K - 100K,Google Cloud BigTable 
22687,50-54,Man,Nigeria,Master’s degree,Business Analyst,Government/Public Service,Mid,< 25K,MySQL 
22687,50-54,Man,Nigeria,Master’s degree,Business Analyst,Government/Public Service,Mid,< 25K,Oracle Database 
22687,50-54,Man,Nigeria,Master’s degree,Business Analyst,Government/Public Service,Mid,< 25K,Microsoft SQL Server 
